"ST";"CLV";"Resp.";"COV";"EDUC";"EMPS";"GEN";"INC";"LOCC";"MARS";"MPA";"MSLC";"MSPI";"NOP";"PT";"TCA";"VC";"VS"
"CAL";4518.024;"No";"EXT";"BACH";"UNEMP";"M";0;"SUBU";"SING";78;7;65;6;"PERS";374.4;"4D";"M"
"OR";3359.291;"No";"EXT";"MAST";"ML";"F";16891;"SUBU";"SING";88;15;54;1;"PERS";633.6;"4D";"M"
"OR";7892.824;"No";"BAS";"HSOB";"EMP";"M";29215;"SUBU";"SING";67;7;15;2;"PERS";327.6562;"4D";"S"
"NEV";6698.974;"No";"BAS";"COLL";"DIS";"F";21114;"SUBU";"SING";180;7;59;1;"PERS";864;"LUX";"M"
"CAL";10110.77;"No";"EXT";"COLL";"EMP";"M";76276;"RUR";"SING";86;24;19;2;"CORP";93.30981;"2D";"L"
"NEV";5479.555;"Yes";"BAS";"MAST";"EMP";"M";56005;"SUBU";"MAR";68;31;30;3;"CORP";326.4;"4D";"S"
"CAL";13178.43;"No";"BAS";"HSOB";"EMP";"F";80237;"SUBU";"MAR";108;4;71;2;"PERS";776.6018;"SUV";"M"
"OR";2510.054;"No";"BAS";"HSOB";"UNEMP";"M";0;"SUBU";"SING";73;29;38;1;"CORP";525.6;"4D";"M"
"CAL";5528.213;"Yes";"BAS";"BACH";"EMP";"M";36088;"SUBU";"SING";72;16;31;9;"PERS";345.6;"4D";"M"
"WASH";2333.609;"No";"BAS";"BACH";"DIS";"M";25772;"SUBU";"DIV";64;13;52;1;"PERS";307.2;"4D";"L"
"OR";15512.56;"No";"EXT";"COLL";"EMP";"M";39794;"SUBU";"SING";133;0;7;2;"CORP";638.4;"SUV";"S"
"OR";36293.15;"No";"EXT";"BACH";"ML";"M";18047;"SUBU";"MAR";242;5;50;2;"PERS";1350.379;"LUXS";"M"
"CAL";5223.429;"No";"BAS";"BACH";"ML";"M";16513;"SUBU";"DIV";71;23;37;6;"PERS";340.8;"4D";"M"
"CAL";5288.24;"No";"BAS";"BACH";"ML";"M";28884;"SUBU";"MAR";72;27;9;3;"CORP";518.4;"4D";"M"
"NEV";4755.72;"No";"EXT";"BACH";"RET";"F";23975;"SUBU";"MAR";128;8;39;1;"CORP";614.4;"SUV";"S"
"OR";4139.898;"No";"BAS";"BACH";"EMP";"M";35945;"SUBU";"DIV";105;14;25;1;"PERS";756;"SUV";"S"
"CAL";3635.028;"No";"EXT";"HSOB";"EMP";"M";35056;"SUBU";"MAR";96;12;52;1;"PERS";460.8;"2D";"M"
"OR";4690.794;"No";"PREM";"BACH";"EMP";"M";43367;"SUBU";"DIV";118;6;20;1;"PERS";1026.742;"4D";"M"
"CAL";8491.466;"No";"PREM";"HSOB";"UNEMP";"F";0;"SUBU";"SING";116;3;97;3;"PERS";1193.116;"4D";"L"
"AR";8717.05;"Yes";"BAS";"COLL";"EMP";"M";83846;"SUBU";"MAR";74;22;94;2;"SPEC";355.2;"4D";"L"
"CAL";2810.464;"Yes";"BAS";"BACH";"EMP";"M";26790;"SUBU";"MAR";71;4;41;1;"PERS";340.8;"2D";"M"
"OR";7528.093;"No";"BAS";"COLL";"UNEMP";"F";0;"SUBU";"SING";106;0;44;7;"PERS";508.8;"SUV";"M"
"OR";2600.641;"No";"BAS";"COLL";"UNEMP";"F";0;"SUBU";"SING";74;19;4;1;"PERS";501.4721;"2D";"M"
"OR";9486.596;"No";"EXT";"BACH";"EMP";"F";42240;"RUR";"MAR";79;25;10;2;"PERS";46.38655;"4D";"M"
"WASH";11131.57;"No";"EXT";"HSOB";"UNEMP";"F";0;"SUBU";"MAR";99;26;60;2;"PERS";475.2;"4D";"S"
"OR";2827.439;"No";"BAS";"BACH";"ML";"M";13610;"SUBU";"MAR";74;7;64;1;"PERS";355.2;"4D";"L"
"CAL";11971.98;"No";"PREM";"COLL";"EMP";"F";64195;"URB";"DIV";158;0;27;6;"PERS";618.2888;"SUV";"M"
"OR";14476.12;"No";"EXT";"COLL";"DIS";"F";27572;"SUBU";"MAR";124;11;57;2;"CORP";595.2;"SUV";"M"
"OR";5389.499;"Yes";"EXT";"COLL";"EMP";"M";66429;"RUR";"MAR";136;35;93;1;"PERS";57.71299;"SPO";"M"
"OR";5551.395;"No";"BAS";"COLL";"EMP";"F";56872;"URB";"MAR";69;20;99;9;"PERS";192.8795;"2D";"M"
"OR";2496.141;"No";"BAS";"HSOB";"UNEMP";"M";0;"SUBU";"SING";72;14;58;1;"CORP";518.4;"2D";"M"
"AR";11469.63;"No";"PREM";"HSOB";"DIS";"F";10384;"SUBU";"MAR";151;5;72;5;"PERS";914.4341;"SUV";"M"
"CAL";8460.809;"No";"BAS";"HSOB";"UNEMP";"F";0;"SUBU";"SING";115;13;43;4;"PERS";552;"SUV";"L"
"AR";5375.657;"No";"EXT";"HSOB";"UNEMP";"M";0;"SUBU";"SING";80;13;57;4;"PERS";749.1347;"4D";"M"
"NEV";6625.473;"No";"EXT";"HSOB";"UNEMP";"F";0;"SUBU";"MAR";88;2;43;3;"PERS";539.281;"4D";"M"
"OR";4529.965;"No";"BAS";"BACH";"EMP";"M";64270;"RUR";"SING";117;12;58;1;"PERS";46.10453;"SPO";"S"
"AR";5846.521;"No";"BAS";"HSOB";"EMP";"F";50320;"URB";"MAR";73;24;6;5;"PERS";297.7389;"4D";"M"
"OR";3713.804;"No";"EXT";"HSOB";"EMP";"M";93308;"SUBU";"MAR";92;20;56;1;"PERS";441.6;"4D";"M"
"OR";2548.394;"No";"BAS";"COLL";"EMP";"F";22050;"SUBU";"DIV";66;9;47;1;"PERS";316.8;"4D";"M"
"OR";5169.559;"No";"BAS";"BACH";"EMP";"F";56334;"SUBU";"MAR";65;35;72;3;"CORP";421.5638;"2D";"S"
"OR";4996.545;"No";"BAS";"HSOB";"EMP";"M";99761;"SUBU";"SING";63;0;73;3;"CORP";452.2467;"2D";"M"
"OR";5218.343;"No";"BAS";"COLL";"EMP";"M";85721;"SUBU";"MAR";65;12;45;5;"CORP";312;"4D";"M"
"CAL";12275.34;"No";"PREM";"COLL";"EMP";"F";52135;"URB";"SING";156;6;86;9;"PERS";430.5059;"SUV";"S"
"AR";2052.949;"No";"BAS";"COLL";"UNEMP";"M";0;"SUBU";"SING";67;33;21;1;"PERS";806.1804;"4D";"L"
"OR";4914.036;"No";"BAS";"BACH";"ML";"M";10037;"URB";"SING";71;14;29;3;"PERS";292.1815;"4D";"M"
"AR";2404.634;"No";"BAS";"MAST";"DIS";"M";22239;"SUBU";"MAR";62;34;85;1;"PERS";297.6;"4D";"S"
"OR";8256.298;"Yes";"BAS";"BACH";"EMP";"F";62902;"RUR";"MAR";69;14;94;2;"PERS";159.383;"2D";"M"
"AR";2867.212;"No";"BAS";"COLL";"EMP";"F";91810;"RUR";"MAR";71;27;43;1;"CORP";165.521;"4D";"M"
"AR";3219.146;"No";"EXT";"BACH";"EMP";"F";45892;"SUBU";"MAR";81;1;49;1;"CORP";388.8;"4D";"M"
"OR";9156.273;"No";"PREM";"BACH";"EMP";"M";61200;"SUBU";"SING";118;20;74;4;"PERS";566.4;"4D";"M"
"CAL";2434.086;"No";"BAS";"BACH";"UNEMP";"M";0;"URB";"MAR";68;28;65;1;"PERS";271.4896;"4D";"M"
"CAL";2631.878;"No";"BAS";"COLL";"DIS";"F";16976;"URB";"MAR";69;23;54;1;"PERS";238.9525;"4D";"M"
"WASH";2311.211;"No";"BAS";"HSOB";"DIS";"F";24400;"SUBU";"SING";62;13;25;1;"CORP";297.6;"2D";"M"
"NEV";13197.93;"Yes";"BAS";"COLL";"UNEMP";"F";0;"SUBU";"SING";68;19;2;2;"PERS";326.4;"4D";"L"
"OR";3746.752;"Yes";"EXT";"COLL";"EMP";"F";41479;"RUR";"MAR";94;14;38;1;"PERS";19.57568;"2D";"L"
"AR";20700.86;"No";"BAS";"HSOB";"UNEMP";"M";0;"SUBU";"SING";64;9;17;2;"PERS";460.8;"4D";"M"
"OR";7995.411;"No";"BAS";"BACH";"EMP";"F";25239;"RUR";"DIV";100;30;59;7;"PERS";150.9649;"SUV";"M"
"NEV";3933.814;"Yes";"BAS";"HSOB";"EMP";"M";25927;"SUBU";"SING";103;6;20;1;"PERS";674.9736;"SUV";"M"
"CAL";4956.247;"No";"BAS";"HSOB";"EMP";"M";87197;"URB";"SING";63;35;45;3;"PERS";247.4024;"2D";"M"
"CAL";25585.73;"No";"BAS";"BACH";"UNEMP";"M";0;"SUBU";"MAR";116;0;45;2;"CORP";830.6231;"SUV";"M"
"AR";27789.69;"Yes";"EXT";"BACH";"EMP";"F";33806;"URB";"DIV";89;32;59;2;"CORP";395.7297;"4D";"M"
"OR";7484.31;"No";"EXT";"HSOB";"EMP";"M";46998;"SUBU";"DIV";96;13;98;6;"CORP";460.8;"4D";"M"
"WASH";5528.213;"Yes";"BAS";"BACH";"EMP";"M";36088;"SUBU";"SING";72;16;31;9;"PERS";345.6;"4D";"M"
"OR";2660.01;"No";"BAS";"COLL";"UNEMP";"F";0;"SUBU";"SING";73;18;61;1;"PERS";350.4;"4D";"M"
"CAL";5981.382;"No";"BAS";"BACH";"EMP";"F";88723;"SUBU";"DIV";74;12;94;8;"PERS";355.2;"2D";"M"
"CAL";2326.865;"No";"BAS";"DOCT";"UNEMP";"M";0;"SUBU";"MAR";62;26;98;1;"PERS";624.7114;"4D";"S"
"CAL";3673.991;"No";"EXT";"BACH";"EMP";"M";41185;"URB";"MAR";99;20;6;1;"SPEC";363.6136;"4D";"M"
"AR";2676.949;"No";"BAS";"MAST";"UNEMP";"M";0;"SUBU";"MAR";71;17;6;1;"CORP";340.8;"4D";"M"
"OR";2194.668;"No";"BAS";"COLL";"UNEMP";"M";0;"SUBU";"SING";62;11;48;1;"PERS";623.5254;"4D";"M"
"OR";7305.936;"No";"EXT";"COLL";"EMP";"M";83221;"RUR";"MAR";91;21;63;3;"PERS";14.38616;"4D";"M"
"OR";2202.335;"No";"BAS";"BACH";"UNEMP";"F";0;"SUBU";"MAR";61;2;34;1;"PERS";292.8;"2D";"M"
"CAL";24337.38;"No";"EXT";"HSOB";"UNEMP";"M";0;"SUBU";"SING";85;5;15;2;"PERS";612;"4D";"M"
"WASH";3417.205;"No";"EXT";"MAST";"EMP";"F";42526;"URB";"DIV";86;12;71;1;"PERS";287.5426;"2D";"M"
"WASH";2472.254;"No";"BAS";"HSOB";"EMP";"F";62006;"SUBU";"MAR";61;31;96;1;"PERS";292.8;"4D";"L"
"OR";7329.889;"No";"BAS";"COLL";"UNEMP";"M";0;"SUBU";"SING";108;26;94;4;"PERS";518.4;"SPO";"S"
"CAL";20096.89;"Yes";"BAS";"HSOB";"EMP";"F";92766;"SUBU";"MAR";71;17;15;2;"PERS";379.0291;"2D";"L"
"NEV";4834.71;"Yes";"BAS";"COLL";"EMP";"F";38713;"SUBU";"DIV";66;31;69;6;"PERS";316.8;"4D";"M"
"CAL";3837.615;"No";"BAS";"BACH";"UNEMP";"F";0;"RUR";"MAR";106;15;30;1;"PERS";117.23;"SUV";"M"
"OR";4698.884;"No";"BAS";"MAST";"EMP";"F";80358;"URB";"MAR";116;19;2;1;"PERS";443.6372;"SUV";"L"
"NEV";5340.81;"No";"BAS";"COLL";"UNEMP";"F";0;"SUBU";"MAR";72;1;73;6;"PERS";345.6;"4D";"M"
"AR";2577.32;"No";"BAS";"HSOB";"EMP";"M";74215;"SUBU";"MAR";64;27;41;1;"PERS";345.1801;"2D";"S"
"OR";3044.003;"No";"EXT";"HSOB";"EMP";"M";24475;"SUBU";"SING";84;11;55;1;"PERS";604.8;"4D";"M"
"WASH";2899.703;"No";"BAS";"COLL";"EMP";"F";65247;"SUBU";"MAR";72;14;55;1;"CORP";381.2382;"4D";"M"
"CAL";6766.559;"No";"EXT";"COLL";"EMP";"M";20046;"SUBU";"MAR";87;15;59;3;"PERS";417.6;"2D";"M"
"WASH";2432.958;"No";"BAS";"DOCT";"EMP";"F";28519;"RUR";"MAR";61;9;94;1;"PERS";111.8653;"4D";"M"
"OR";5568.985;"No";"BAS";"COLL";"EMP";"M";53997;"SUBU";"MAR";69;26;3;3;"PERS";345.1584;"4D";"M"
"WASH";4705.589;"No";"EXT";"BACH";"UNEMP";"F";0;"SUBU";"SING";78;21;23;3;"CORP";555.4577;"4D";"L"
"OR";2413.888;"No";"BAS";"BACH";"UNEMP";"F";0;"SUBU";"SING";68;6;35;1;"PERS";379.2093;"4D";"M"
"CAL";4762.823;"No";"BAS";"BACH";"UNEMP";"M";0;"SUBU";"MAR";65;10;11;3;"PERS";366.2129;"4D";"M"
"OR";2561.577;"No";"BAS";"HSOB";"UNEMP";"F";0;"SUBU";"SING";73;25;5;1;"CORP";842.8761;"2D";"M"
"AR";5324.388;"No";"BAS";"BACH";"EMP";"F";31561;"SUBU";"DIV";68;8;62;7;"PERS";326.4;"4D";"M"
"WASH";13450.96;"No";"EXT";"HSOB";"UNEMP";"F";0;"SUBU";"SING";126;7;80;2;"CORP";907.2;"SUV";"M"
"NEV";7086.176;"No";"BAS";"HSOB";"UNEMP";"F";0;"SUBU";"SING";196;10;38;1;"PERS";1644.691;"LUXS";"M"
"WASH";15950.02;"No";"EXT";"COLL";"UNEMP";"F";0;"RUR";"MAR";87;10;55;2;"PERS";46.04145;"2D";"M"
"NEV";6943.556;"No";"BAS";"BACH";"DIS";"F";25612;"SUBU";"MAR";61;12;52;2;"PERS";292.8;"2D";"S"
"AR";2630.009;"No";"EXT";"HSOB";"UNEMP";"F";0;"SUBU";"SING";78;14;23;1;"CORP";374.4;"4D";"M"
"NEV";11250.1;"No";"PREM";"COLL";"EMP";"F";29505;"SUBU";"MAR";284;2;70;1;"PERS";1979.444;"LUX";"S"
"CAL";9816.528;"Yes";"BAS";"COLL";"EMP";"M";37256;"RUR";"MAR";62;15;7;2;"CORP";128.9697;"4D";"M"
"OR";8209.6;"No";"BAS";"HSOB";"EMP";"M";68022;"SUBU";"MAR";103;3;26;3;"PERS";494.4;"SPO";"S"
"CAL";11624.82;"No";"PREM";"HSOB";"UNEMP";"M";0;"SUBU";"SING";113;32;66;2;"PERS";813.6;"4D";"M"
"OR";18042.48;"No";"EXT";"MAST";"EMP";"M";35704;"RUR";"MAR";225;21;35;8;"PERS";358.2816;"LUX";"M"
"CAL";2242.226;"No";"BAS";"BACH";"UNEMP";"F";0;"SUBU";"SING";67;15;75;1;"PERS";618.3559;"4D";"M"
"OR";7222.851;"No";"BAS";"COLL";"UNEMP";"F";0;"SUBU";"DIV";68;5;36;2;"PERS";350.2076;"4D";"S"
"AR";14024.36;"Yes";"PREM";"HSOB";"EMP";"F";81872;"RUR";"MAR";115;10;55;2;"SPEC";256.438;"4D";"M"
"WASH";9824.746;"No";"EXT";"HSOB";"EMP";"F";23923;"SUBU";"MAR";82;29;61;2;"PERS";393.6;"4D";"M"
"NEV";4838.209;"No";"BAS";"BACH";"EMP";"F";73769;"URB";"MAR";61;24;95;3;"PERS";239.5402;"4D";"M"
"OR";9492.343;"No";"EXT";"COLL";"UNEMP";"M";0;"SUBU";"MAR";132;9;85;6;"PERS";633.6;"SUV";"M"
"CAL";8026.278;"No";"EXT";"BACH";"EMP";"F";87421;"SUBU";"MAR";99;21;6;6;"CORP";475.2;"2D";"M"
"OR";4457.936;"No";"BAS";"COLL";"EMP";"M";54704;"URB";"DIV";113;6;75;1;"PERS";468.1761;"SUV";"M"
"AR";6756.651;"No";"EXT";"MAST";"EMP";"F";33288;"URB";"MAR";86;1;27;9;"PERS";221.8562;"4D";"M"
"OR";9700.354;"No";"EXT";"HSOB";"UNEMP";"M";0;"SUBU";"SING";138;23;54;3;"PERS";993.6;"SUV";"M"
"OR";2629.316;"No";"BAS";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";71;0;44;1;"CORP";340.8;"4D";"L"
"OR";6044.02;"No";"BAS";"HSOB";"EMP";"F";93715;"SUBU";"MAR";74;12;88;7;"PERS";532.8;"4D";"S"
"AR";2853.37;"No";"BAS";"BACH";"EMP";"M";65099;"SUBU";"MAR";73;8;19;1;"SPEC";350.4;"4D";"M"
"AR";10255.8;"No";"BAS";"BACH";"UNEMP";"M";0;"SUBU";"SING";102;17;77;2;"PERS";734.4;"SPO";"M"
"CAL";5409.956;"No";"BAS";"HSOB";"UNEMP";"F";0;"SUBU";"SING";62;1;9;2;"PERS";297.6;"4D";"M"
"AR";8084.846;"No";"BAS";"BACH";"EMP";"F";60662;"SUBU";"DIV";68;10;38;2;"SPEC";326.4;"2D";"M"
"OR";6751.782;"No";"EXT";"HSOB";"EMP";"M";42433;"SUBU";"MAR";85;28;47;5;"PERS";410.9462;"4D";"M"
"AR";5033.391;"No";"BAS";"BACH";"EMP";"M";68331;"SUBU";"MAR";63;23;38;3;"PERS";302.4;"4D";"S"
"AR";14435.67;"Yes";"PREM";"MAST";"EMP";"M";60880;"RUR";"MAR";119;25;89;2;"PERS";109.9066;"2D";"M"
"OR";2554.437;"No";"BAS";"COLL";"ML";"M";12459;"SUBU";"MAR";70;4;41;1;"PERS";336;"4D";"S"
"WASH";8590.335;"No";"BAS";"BACH";"EMP";"F";63110;"RUR";"MAR";72;23;84;2;"PERS";68.17972;"4D";"M"
"AR";2679.687;"No";"BAS";"BACH";"EMP";"M";84450;"URB";"SING";68;18;12;1;"CORP";291.2571;"4D";"M"
"CAL";5816.712;"No";"BAS";"COLL";"EMP";"M";99239;"SUBU";"SING";74;9;14;6;"PERS";379.3788;"4D";"S"
"CAL";9640.533;"No";"EXT";"BACH";"EMP";"F";30431;"RUR";"MAR";122;6;16;3;"CORP";133.4674;"SUV";"S"
"CAL";4126.613;"No";"PREM";"COLL";"EMP";"M";34080;"RUR";"MAR";107;11;48;1;"PERS";220.6444;"4D";"M"
"NEV";2396.672;"No";"BAS";"COLL";"ML";"F";26222;"SUBU";"MAR";62;23;18;1;"PERS";297.6;"4D";"M"
"AR";24249.34;"No";"BAS";"BACH";"EMP";"F";33651;"URB";"MAR";69;21;37;2;"PERS";328.6541;"4D";"M"
"AR";4433.974;"No";"BAS";"COLL";"EMP";"F";50653;"RUR";"MAR";110;29;42;1;"CORP";262.8652;"SUV";"S"
"OR";8583.855;"No";"BAS";"COLL";"EMP";"M";53944;"SUBU";"MAR";71;13;20;2;"PERS";340.8;"2D";"M"
"OR";13367.87;"No";"BAS";"HSOB";"EMP";"F";57335;"SUBU";"MAR";67;22;18;2;"PERS";407.8877;"2D";"M"
"AR";3179.474;"No";"EXT";"BACH";"EMP";"F";65742;"URB";"MAR";79;6;0;1;"PERS";277.3608;"4D";"M"
"WASH";5382.752;"No";"BAS";"BACH";"EMP";"F";77552;"RUR";"DIV";68;33;76;7;"CORP";45.21506;"4D";"M"
"CAL";5583.068;"No";"BAS";"HSOB";"EMP";"F";57925;"URB";"SING";72;33;13;3;"CORP";204.6208;"2D";"M"
"OR";4335.353;"No";"PREM";"HSOB";"EMP";"M";86096;"SUBU";"MAR";108;30;1;1;"CORP";518.4;"2D";"L"
"OR";8750.222;"No";"BAS";"COLL";"EMP";"F";34695;"RUR";"SING";113;1;60;5;"PERS";100.3238;"SUV";"S"
"CAL";5085.023;"No";"BAS";"COLL";"UNEMP";"M";0;"SUBU";"MAR";72;15;18;3;"PERS";571.5316;"4D";"S"
"OR";5600.497;"No";"BAS";"DOCT";"EMP";"F";68665;"SUBU";"MAR";69;33;67;7;"PERS";331.2;"2D";"S"
"NEV";15119.56;"No";"BAS";"DOCT";"EMP";"M";47725;"RUR";"MAR";63;10;66;2;"PERS";142.2052;"2D";"M"
"AR";7247.714;"No";"BAS";"HSOB";"EMP";"M";86122;"SUBU";"MAR";182;33;54;1;"PERS";873.6;"LUXS";"S"
"NEV";7671.847;"No";"EXT";"HSOB";"EMP";"F";62582;"SUBU";"MAR";95;11;46;3;"PERS";456;"4D";"S"
"AR";2393.813;"No";"BAS";"MAST";"EMP";"M";58237;"URB";"DIV";63;34;22;1;"PERS";273.6918;"2D";"M"
"AR";8274.146;"No";"BAS";"COLL";"EMP";"F";69011;"SUBU";"SING";70;3;52;2;"PERS";336;"4D";"M"
"AR";4090.751;"No";"PREM";"MAST";"EMP";"F";38884;"URB";"MAR";102;4;87;1;"PERS";423.8199;"2D";"M"
"AR";3444.171;"No";"EXT";"BACH";"UNEMP";"F";0;"RUR";"MAR";93;10;63;1;"CORP";7.991571;"4D";"M"
"CAL";8742.472;"No";"BAS";"HSOB";"EMP";"F";37224;"SUBU";"DIV";74;8;23;2;"PERS";355.2;"4D";"S"
"CAL";2805.176;"No";"BAS";"HSOB";"EMP";"M";98859;"SUBU";"DIV";70;3;57;1;"PERS";504;"4D";"S"
"OR";31221.75;"No";"PREM";"COLL";"EMP";"M";42780;"SUBU";"DIV";113;10;27;2;"PERS";542.4;"4D";"M"
"CAL";3808.122;"Yes";"EXT";"COLL";"EMP";"F";94903;"SUBU";"MAR";94;3;38;1;"CORP";451.2;"2D";"S"
"AR";3885.456;"Yes";"PREM";"COLL";"UNEMP";"M";0;"SUBU";"MAR";105;3;92;1;"PERS";504;"4D";"L"
"OR";4650.064;"Yes";"BAS";"COLL";"RET";"M";28215;"SUBU";"SING";65;15;26;3;"PERS";468;"2D";"M"
"WASH";12741.85;"Yes";"BAS";"BACH";"EMP";"F";73054;"URB";"MAR";106;34;36;2;"CORP";419.366;"SUV";"M"
"NEV";3394.72;"No";"EXT";"COLL";"EMP";"F";83431;"SUBU";"MAR";84;13;33;1;"PERS";403.2;"4D";"M"
"AR";5555.83;"Yes";"BAS";"BACH";"EMP";"M";74015;"SUBU";"SING";72;12;61;6;"PERS";471.4431;"4D";"S"
"OR";12168.64;"No";"BAS";"MAST";"UNEMP";"F";0;"RUR";"SING";109;28;96;2;"SPEC";30.98975;"SPO";"M"
"OR";5191.446;"No";"BAS";"HSOB";"EMP";"M";86451;"RUR";"SING";65;0;99;3;"PERS";7.793078;"2D";"M"
"CAL";5433.214;"No";"BAS";"BACH";"EMP";"F";29629;"URB";"MAR";71;21;51;5;"SPEC";228.4434;"4D";"M"
"WASH";8176.577;"No";"BAS";"BACH";"EMP";"M";67137;"URB";"MAR";111;0;49;6;"PERS";314.8803;"SUV";"M"
"CAL";9747.994;"No";"EXT";"COLL";"UNEMP";"M";0;"SUBU";"DIV";92;7;89;2;"PERS";514.3606;"4D";"M"
"OR";5335.376;"No";"BAS";"BACH";"EMP";"F";91603;"SUBU";"SING";69;4;92;3;"PERS";472.6726;"4D";"S"
"CAL";8685.915;"No";"BAS";"COLL";"EMP";"M";87544;"SUBU";"MAR";109;28;92;3;"CORP";523.2;"SUV";"S"
"AR";9837.508;"No";"EXT";"HSOB";"EMP";"F";55099;"RUR";"DIV";122;33;86;3;"CORP";260.2654;"SPO";"M"
"OR";7271.434;"No";"BAS";"COLL";"DIS";"M";20545;"SUBU";"SING";70;23;86;2;"PERS";336;"2D";"M"
"NEV";24138.06;"No";"BAS";"MAST";"EMP";"M";53691;"URB";"DIV";67;13;48;2;"PERS";175.9751;"4D";"M"
"CAL";6104.723;"No";"EXT";"COLL";"EMP";"M";84822;"URB";"MAR";76;5;13;5;"CORP";219.8795;"4D";"M"
"NEV";3352.944;"No";"EXT";"MAST";"EMP";"F";55359;"URB";"MAR";83;28;73;1;"SPEC";303.3312;"4D";"L"
"OR";3687.169;"No";"EXT";"MAST";"UNEMP";"F";0;"URB";"MAR";99;5;68;1;"CORP";378.2615;"4D";"M"
"OR";7276.341;"No";"BAS";"COLL";"UNEMP";"F";0;"SUBU";"SING";108;11;84;3;"CORP";777.6;"SPO";"M"
"AR";4938.215;"No";"BAS";"HSOB";"EMP";"F";76283;"SUBU";"MAR";61;9;99;6;"CORP";292.8;"4D";"M"
"WASH";2674.731;"Yes";"BAS";"COLL";"EMP";"M";56342;"SUBU";"SING";69;12;89;1;"CORP";331.2;"4D";"S"
"OR";5219.199;"No";"BAS";"DOCT";"EMP";"F";38704;"RUR";"MAR";65;10;28;9;"PERS";9.716628;"4D";"L"
"CAL";8491.02;"No";"BAS";"COLL";"EMP";"M";62076;"URB";"MAR";71;25;82;2;"PERS";227.2251;"4D";"M"
"CAL";12313.16;"No";"PREM";"COLL";"UNEMP";"M";0;"SUBU";"SING";116;7;57;2;"PERS";835.2;"2D";"M"
"CAL";4170.687;"Yes";"BAS";"MAST";"EMP";"F";29462;"SUBU";"SING";107;28;23;1;"CORP";513.6;"SUV";"L"
"CAL";5504.139;"Yes";"BAS";"BACH";"UNEMP";"F";0;"SUBU";"MAR";73;18;45;5;"CORP";350.4;"4D";"M"
"CAL";6712.294;"No";"EXT";"BACH";"EMP";"F";44891;"RUR";"MAR";83;12;75;6;"PERS";74.80379;"4D";"M"
"CAL";6243.142;"No";"EXT";"HSOB";"EMP";"M";57734;"SUBU";"DIV";78;2;64;3;"PERS";374.4;"4D";"M"
"CAL";6514.954;"No";"BAS";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";61;12;75;2;"PERS";292.8;"4D";"S"
"WASH";34708.87;"No";"BAS";"COLL";"UNEMP";"M";0;"SUBU";"DIV";109;3;19;2;"PERS";718.7007;"SPO";"M"
"AR";5332.463;"Yes";"BAS";"DOCT";"EMP";"F";68931;"URB";"MAR";66;32;30;7;"PERS";309.5779;"4D";"M"
"WASH";6846.15;"Yes";"EXT";"BACH";"UNEMP";"F";0;"SUBU";"DIV";95;13;20;5;"PERS";456;"2D";"L"
"WASH";4979.08;"No";"BAS";"HSOB";"UNEMP";"M";0;"SUBU";"SING";71;17;57;5;"PERS";340.8;"2D";"M"
"WASH";3549.017;"No";"EXT";"HSOB";"EMP";"M";36168;"SUBU";"DIV";90;16;14;1;"PERS";432;"4D";"M"
"OR";3652.532;"No";"EXT";"HSOB";"EMP";"F";39679;"SUBU";"MAR";92;2;85;1;"PERS";641.3886;"2D";"M"
"OR";5394.913;"No";"BAS";"BACH";"EMP";"F";29853;"RUR";"SING";69;8;36;6;"PERS";76.58602;"4D";"M"
"OR";16138.42;"No";"BAS";"MAST";"EMP";"F";79041;"RUR";"MAR";199;14;48;3;"PERS";419.2606;"LUXS";"S"
"OR";5261.118;"No";"BAS";"HSOB";"EMP";"M";90217;"SUBU";"MAR";66;14;88;5;"PERS";316.8;"4D";"S"
"AR";2514.592;"Yes";"BAS";"HSOB";"EMP";"F";43860;"RUR";"SING";65;15;58;1;"CORP";156.1249;"4D";"M"
"OR";30909.22;"No";"PREM";"HSOB";"EMP";"M";57659;"SUBU";"DIV";111;24;31;2;"PERS";756.3729;"4D";"M"
"CAL";11093.72;"No";"EXT";"HSOB";"EMP";"M";78255;"SUBU";"SING";95;14;88;2;"PERS";456;"4D";"S"
"AR";20120.56;"No";"EXT";"BACH";"EMP";"M";32869;"RUR";"MAR";85;4;49;2;"CORP";117.4673;"2D";"L"
"OR";9667.13;"No";"EXT";"MAST";"EMP";"M";72885;"RUR";"DIV";124;35;88;6;"PERS";233.676;"SUV";"M"
"AR";18269.27;"No";"BAS";"COLL";"EMP";"F";55761;"RUR";"DIV";115;22;73;2;"PERS";86.27772;"SPO";"M"
"WASH";22658.54;"Yes";"BAS";"BACH";"RET";"M";23665;"SUBU";"MAR";67;19;50;2;"PERS";404.8172;"4D";"M"
"OR";24127.5;"Yes";"BAS";"BACH";"ML";"M";14072;"SUBU";"DIV";71;13;3;2;"CORP";511.2;"4D";"M"
"OR";9587.587;"No";"PREM";"BACH";"EMP";"M";84539;"RUR";"MAR";119;10;71;4;"PERS";65.42848;"4D";"M"
"NEV";8417.16;"No";"PREM";"BACH";"EMP";"M";20215;"SUBU";"SING";112;10;8;7;"PERS";537.6;"4D";"M"
"AR";3692.584;"No";"PREM";"COLL";"UNEMP";"F";0;"SUBU";"SING";105;28;69;1;"PERS";756;"4D";"L"
