"ST";"CLV";"Resp.";"COV";"EDUC";"EMPS";"GEN";"INC";"LOCC";"MARS";"MPA";"MSLC";"MSPI";"NOP";"PT";"TCA";"VC";"VS"
"WASH";6739.664992;"No";"Extended";"BACH";"UNEMP";"F";0;"RUR";"MAR";93;34;32;9;"PERS";13.073952;"4D";"Medsize"
"WASH";4422.883059;"No";"Basic";"COLL";"EMP";"F";21124;"SUBU";"MAR";112;3;37;1;"CORP";733.319294;"SUV";"Medsize"
"OR";4526.606038;"No";"Extended";"BACH";"UNEMP";"M";0;"SUBU";"SING";135;28;66;1;"PERS";1516.383753;"SPO";"Large"
"CAL";7048.384055;"No";"Basic";"COLL";"ML";"M";24030;"SUBU";"SING";194;14;0;1;"PERS";970.688934;"LUXS";"Medsize"
"CAL";5218.97082;"No";"Basic";"BACH";"EMP";"M";21371;"SUBU";"MAR";66;13;48;8;"PERS";590.017366;"4D";"Small"
"AR";5399.57618;"No";"Basic";"HSOB";"EMP";"F";71186;"RUR";"MAR";67;11;14;6;"PERS";29.984815;"2D";"Medsize"
"CAL";4516.811394;"No";"Extended";"MAST";"UNEMP";"M";0;"SUBU";"MAR";124;29;9;1;"CORP";595.2;"SUV";"Medsize"
"OR";3600.934326;"Yes";"Basic";"HSOB";"RET";"F";25147;"SUBU";"SING";101;7;54;1;"PERS";694.598288;"SUV";"Medsize"
"OR";3979.586552;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"SING";116;32;57;1;"PERS";835.2;"SPO";"Medsize"
"WASH";2533.740057;"No";"Basic";"BACH";"EMP";"M";53988;"URB";"MAR";64;10;17;1;"PERS";206.82346;"2D";"Medsize"
"NEV";4966.767294;"No";"Basic";"BACH";"EMP";"M";38055;"RUR";"MAR";64;7;24;8;"PERS";39.069987;"2D";"Medsize"
"OR";4901.892602;"No";"Basic";"HSOB";"EMP";"M";72859;"RUR";"DIV";61;6;5;9;"PERS";49.961074;"2D";"Medsize"
"WASH";7751.927614;"No";"Premium";"DOCT";"EMP";"M";67787;"RUR";"MAR";194;9;73;1;"PERS";469.257835;"SUV";"Medsize"
"OR";6880.63389;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";66;24;48;2;"CORP";475.2;"4D";"Small"
"CAL";2477.708203;"No";"Basic";"BACH";"EMP";"F";44280;"RUR";"MAR";62;25;3;1;"CORP";130.298883;"2D";"Medsize"
"OR";2727.735302;"No";"Extended";"COLL";"UNEMP";"M";0;"SUBU";"SING";78;10;5;1;"PERS";374.4;"4D";"Medsize"
"WASH";5626.572446;"No";"Basic";"COLL";"EMP";"F";59782;"SUBU";"MAR";70;29;51;9;"PERS";336;"4D";"Small"
"CAL";4650.063763;"Yes";"Basic";"COLL";"RET";"M";28215;"SUBU";"SING";65;15;26;3;"PERS";468;"2D";"Medsize"
"CAL";2396.219292;"Yes";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"MAR";66;6;71;1;"PERS";433.160284;"4D";"Large"
"AR";5432.862643;"No";"Extended";"MAST";"EMP";"M";49919;"SUBU";"MAR";134;27;5;1;"PERS";643.2;"SUV";"Medsize"
"AR";8693.649178;"No";"Basic";"HSOB";"EMP";"M";88294;"URB";"MAR";108;0;50;6;"PERS";367.150034;"SUV";"Small"
"WASH";15759.62394;"No";"Basic";"COLL";"EMP";"M";55800;"SUBU";"MAR";66;12;91;2;"PERS";473.324671;"2D";"Medsize"
"OR";22658.53652;"Yes";"Basic";"BACH";"RET";"M";23665;"SUBU";"MAR";67;19;50;2;"PERS";404.817249;"4D";"Medsize"
"OR";5720.897922;"No";"Basic";"HSOB";"EMP";"F";32224;"RUR";"MAR";72;27;21;3;"PERS";19.281882;"4D";"Medsize"
"CAL";8925.632207;"No";"Basic";"HSOB";"EMP";"M";23860;"SUBU";"MAR";114;25;57;3;"PERS";547.2;"SUV";"Small"
"WASH";2936.726182;"No";"Basic";"HSOB";"EMP";"F";27179;"SUBU";"MAR";74;32;69;1;"PERS";355.2;"4D";"Medsize"
"OR";2592.890469;"No";"Basic";"MAST";"EMP";"F";35705;"SUBU";"SING";65;19;45;1;"PERS";312;"2D";"Small"
"CAL";4920.77107;"No";"Premium";"HSOB";"UNEMP";"M";0;"SUBU";"SING";143;13;28;1;"PERS";1029.6;"SUV";"Medsize"
"CAL";32437.0535;"No";"Extended";"COLL";"UNEMP";"F";0;"SUBU";"DIV";99;15;85;2;"PERS";475.2;"4D";"Medsize"
"AR";2577.319607;"No";"Basic";"HSOB";"EMP";"M";74215;"SUBU";"MAR";64;27;41;1;"PERS";345.180055;"2D";"Small"
"CAL";4737.841289;"No";"Premium";"BACH";"EMP";"M";63977;"RUR";"MAR";118;10;78;1;"PERS";32.83059;"4D";"Medsize"
"OR";24660.48825;"No";"Basic";"COLL";"ML";"M";22070;"SUBU";"MAR";72;25;33;2;"SPEC";345.6;"4D";"Medsize"
"CAL";2499.411829;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";72;15;47;1;"CORP";345.6;"2D";"Large"
"AR";2722.210707;"Yes";"Basic";"COLL";"ML";"F";17576;"SUBU";"MAR";71;29;70;1;"PERS";398.502948;"4D";"Medsize"
"CAL";4083.560673;"No";"Basic";"COLL";"DIS";"F";13483;"SUBU";"MAR";107;9;60;1;"PERS";556.054702;"SUV";"Medsize"
"CAL";9783.628981;"No";"Extended";"COLL";"UNEMP";"M";0;"SUBU";"MAR";136;33;21;5;"PERS";979.2;"SUV";"Medsize"
"WASH";10492.97256;"No";"Extended";"COLL";"EMP";"M";72297;"RUR";"MAR";87;17;37;2;"PERS";109.543927;"4D";"Medsize"
"OR";3237.996209;"Yes";"Extended";"MAST";"EMP";"M";60244;"URB";"MAR";83;3;72;1;"PERS";326.281835;"4D";"Medsize"
"CAL";4045.341004;"No";"Premium";"HSOB";"EMP";"F";77237;"RUR";"SING";102;6;84;1;"PERS";197.040115;"4D";"Medsize"
"CAL";4711.845199;"No";"Extended";"COLL";"UNEMP";"F";0;"SUBU";"SING";129;15;73;1;"CORP";1178.950186;"SUV";"Medsize"
"AR";2416.479564;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"MAR";68;13;93;1;"PERS";436.411688;"2D";"Medsize"
"OR";31803.30779;"No";"Basic";"MAST";"DIS";"F";25663;"SUBU";"MAR";114;20;89;2;"CORP";663.131089;"SPO";"Medsize"
"CAL";4818.635094;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"SING";71;26;80;9;"PERS";511.2;"4D";"Medsize"
"CAL";8605.495006;"No";"Basic";"HSOB";"EMP";"M";47589;"RUR";"MAR";109;35;44;7;"PERS";110.529874;"SUV";"Medsize"
"NEV";4035.769432;"No";"Premium";"BACH";"UNEMP";"M";0;"SUBU";"MAR";112;6;73;1;"PERS";537.6;"4D";"Medsize"
"CAL";8622.835375;"Yes";"Basic";"BACH";"EMP";"M";97361;"SUBU";"SING";73;6;85;2;"PERS";350.4;"4D";"Medsize"
"CAL";5553.801956;"No";"Basic";"COLL";"ML";"F";26441;"RUR";"MAR";71;16;28;5;"PERS";152.216871;"2D";"Medsize"
"OR";24868.24096;"No";"Extended";"HSOB";"UNEMP";"F";0;"SUBU";"MAR";128;12;9;2;"PERS";715.951352;"SUV";"Medsize"
"AR";5046.892442;"No";"Basic";"BACH";"ML";"F";29957;"SUBU";"MAR";65;19;72;7;"CORP";312;"4D";"Small"
"OR";8031.706693;"No";"Basic";"HSOB";"EMP";"M";40082;"SUBU";"DIV";69;6;18;2;"PERS";331.2;"4D";"Small"
"OR";8622.835375;"Yes";"Basic";"BACH";"EMP";"M";97361;"SUBU";"SING";73;6;85;2;"PERS";350.4;"4D";"Medsize"
"CAL";9161.655119;"No";"Basic";"HSOB";"EMP";"F";91763;"URB";"MAR";113;22;64;3;"SPEC";441.992043;"SUV";"Small"
"CAL";5956.545724;"No";"Basic";"HSOB";"EMP";"F";48993;"SUBU";"MAR";74;6;29;4;"PERS";810.461707;"2D";"Medsize"
"AR";8496.063681;"No";"Basic";"BACH";"EMP";"M";24031;"SUBU";"DIV";109;0;72;7;"PERS";523.2;"SPO";"Small"
"CAL";4376.363592;"Yes";"Premium";"BACH";"EMP";"F";63774;"RUR";"DIV";111;18;63;1;"PERS";60.036683;"4D";"Medsize"
"OR";22332.43946;"Yes";"Extended";"COLL";"EMP";"M";49078;"SUBU";"SING";97;10;3;2;"PERS";484.013411;"4D";"Medsize"
"OR";20631.15177;"No";"Extended";"MAST";"EMP";"M";28935;"RUR";"MAR";87;24;93;2;"PERS";119.630789;"2D";"Medsize"
"NEV";3933.813993;"Yes";"Basic";"HSOB";"EMP";"M";25927;"SUBU";"SING";103;6;20;1;"PERS";674.973614;"SUV";"Medsize"
"OR";4928.648668;"No";"Extended";"HSOB";"EMP";"M";52507;"SUBU";"MAR";123;23;55;1;"PERS";590.4;"SUV";"Medsize"
"CAL";5414.320958;"No";"Basic";"BACH";"UNEMP";"F";0;"RUR";"MAR";74;17;51;4;"PERS";78.581528;"4D";"Medsize"
"AR";10571.5377;"No";"Basic";"BACH";"EMP";"F";94137;"RUR";"MAR";65;16;27;2;"PERS";43.579327;"4D";"Medsize"
"NEV";5439.3601;"No";"Basic";"HSOB";"EMP";"F";69186;"URB";"SING";69;24;16;3;"PERS";192.591072;"4D";"Small"
"AR";7648.25947;"No";"Extended";"DOCT";"EMP";"F";91071;"URB";"MAR";94;21;25;3;"PERS";402.74168;"4D";"Medsize"
"NEV";5421.537952;"No";"Basic";"HSOB";"EMP";"M";85447;"SUBU";"SING";71;23;2;3;"CORP";509.997312;"4D";"Medsize"
"OR";5714.246379;"No";"Extended";"HSOB";"UNEMP";"M";0;"RUR";"MAR";79;3;66;9;"PERS";50.447629;"2D";"Large"
"NEV";11255.46343;"No";"Extended";"BACH";"EMP";"F";88858;"URB";"MAR";93;2;60;2;"PERS";310.36774;"4D";"Small"
"OR";5420.339434;"No";"Basic";"BACH";"EMP";"M";21881;"RUR";"MAR";69;9;27;5;"CORP";133.099001;"4D";"Medsize"
"WASH";2980.464566;"No";"Basic";"COLL";"EMP";"M";72669;"URB";"MAR";74;29;39;1;"PERS";332.76894;"4D";"Medsize"
"CAL";10892.90825;"No";"Extended";"COLL";"EMP";"M";68025;"SUBU";"DIV";91;15;17;2;"PERS";436.8;"4D";"Medsize"
"OR";11638.89947;"Yes";"Basic";"COLL";"ML";"F";25370;"SUBU";"MAR";102;10;77;2;"PERS";489.6;"SPO";"Large"
"AR";7295.42703;"No";"Basic";"BACH";"EMP";"M";26849;"RUR";"MAR";62;5;0;2;"PERS";38.309313;"4D";"Medsize"
"AR";5373.724065;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"MAR";72;2;83;3;"PERS";427.265172;"4D";"Medsize"
"CAL";8152.244431;"No";"Extended";"HSOB";"UNEMP";"M";0;"SUBU";"SING";79;19;70;2;"PERS";568.8;"4D";"Small"
"CAL";13081.3077;"No";"Basic";"HSOB";"EMP";"M";89948;"RUR";"DIV";110;17;53;2;"SPEC";125.017501;"SPO";"Medsize"
"OR";4496.977642;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"SING";63;14;45;3;"PERS";419.610914;"2D";"Medsize"
"CAL";13727.79972;"Yes";"Extended";"COLL";"UNEMP";"M";0;"SUBU";"SING";126;12;4;2;"SPEC";604.8;"SUV";"Medsize"
"NEV";3359.239423;"No";"Extended";"BACH";"EMP";"M";97576;"SUBU";"MAR";83;1;49;1;"PERS";544.712653;"2D";"Large"
"AR";3703.437656;"No";"Extended";"HSOB";"EMP";"F";23120;"SUBU";"MAR";93;5;87;1;"PERS";446.4;"4D";"Medsize"
"OR";3105.35094;"No";"Extended";"HSOB";"EMP";"F";97234;"URB";"SING";78;13;39;1;"PERS";317.982567;"4D";"Large"
"NEV";4893.979609;"No";"Basic";"HSOB";"DIS";"M";25572;"SUBU";"MAR";65;0;30;3;"PERS";312;"4D";"Medsize"
"OR";10208.92761;"Yes";"Extended";"COLL";"EMP";"F";35482;"SUBU";"MAR";129;21;59;3;"PERS";619.2;"SUV";"Medsize"
"CAL";8954.434101;"No";"Premium";"COLL";"EMP";"M";34614;"SUBU";"MAR";114;6;9;3;"PERS";547.2;"4D";"Small"
"OR";4236.468669;"No";"Premium";"BACH";"EMP";"F";59038;"SUBU";"MAR";105;0;31;1;"PERS";588.265049;"2D";"Medsize"
"OR";5234.780561;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";73;7;60;3;"PERS";794.874636;"2D";"Small"
"CAL";3939.00637;"Yes";"Extended";"BACH";"EMP";"F";60021;"SUBU";"MAR";99;12;28;1;"PERS";882.871945;"4D";"Small"
"OR";8396.605358;"No";"Basic";"BACH";"EMP";"F";47593;"URB";"SING";72;33;52;2;"PERS";344.137073;"4D";"Medsize"
"CAL";2141.979314;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"SING";67;3;79;1;"PERS";321.6;"4D";"Medsize"
"OR";6185.9699;"No";"Extended";"COLL";"RET";"M";28001;"SUBU";"MAR";83;15;42;5;"PERS";438.778537;"2D";"Large"
"CAL";9640.532979;"No";"Extended";"BACH";"EMP";"F";30431;"RUR";"MAR";122;6;16;3;"CORP";133.4674;"SUV";"Small"
"CAL";4241.636538;"No";"Basic";"MAST";"ML";"M";19834;"SUBU";"DIV";64;26;8;8;"PERS";460.8;"4D";"Small"
"CAL";3436.448003;"No";"Extended";"COLL";"EMP";"F";30509;"SUBU";"SING";88;15;76;1;"PERS";442.964578;"4D";"Medsize"
"WASH";4897.979559;"No";"Basic";"HSOB";"EMP";"F";30503;"URB";"MAR";63;32;57;5;"CORP";257.923563;"2D";"Medsize"
"OR";17788.05705;"No";"Extended";"DOCT";"EMP";"M";73339;"RUR";"DIV";89;34;13;2;"PERS";17.558721;"4D";"Medsize"
"OR";3268.323585;"No";"Extended";"COLL";"UNEMP";"F";0;"SUBU";"SING";93;9;35;1;"PERS";549.101027;"2D";"Medsize"
"WASH";2819.114769;"No";"Basic";"HSOB";"EMP";"F";88067;"SUBU";"MAR";70;19;59;1;"PERS";336;"4D";"Small"
"OR";7019.177186;"Yes";"Basic";"COLL";"RET";"M";26806;"SUBU";"MAR";63;32;19;2;"CORP";302.4;"4D";"Medsize"
"OR";4108.257228;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";114;7;90;1;"PERS";820.8;"SUV";"Large"
"CAL";2195.911185;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";63;27;47;1;"CORP";617.201984;"2D";"Small"
"OR";3808.122147;"Yes";"Extended";"COLL";"EMP";"F";94903;"SUBU";"MAR";94;3;38;1;"PERS";451.2;"2D";"Small"
"WASH";23435.72605;"No";"Basic";"HSOB";"EMP";"F";42862;"URB";"MAR";65;34;29;2;"PERS";254.223496;"4D";"Medsize"
"OR";6739.316292;"No";"Extended";"HSOB";"UNEMP";"M";0;"SUBU";"SING";96;16;43;7;"PERS";1012.030163;"4D";"Small"
"CAL";23554.392;"No";"Basic";"HSOB";"EMP";"M";31157;"URB";"MAR";100;23;49;2;"PERS";444.530425;"SUV";"Medsize"
"CAL";2874.074736;"No";"Basic";"DOCT";"EMP";"M";44084;"URB";"MAR";72;26;87;1;"PERS";243.598068;"4D";"Large"
"AR";6135.083838;"No";"Extended";"MAST";"EMP";"F";43579;"SUBU";"SING";77;12;17;8;"PERS";452.095421;"2D";"Small"
"OR";6900.951275;"No";"Extended";"HSOB";"UNEMP";"F";0;"URB";"MAR";92;27;50;7;"PERS";428.064465;"2D";"Medsize"
"AR";4524.642758;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";65;30;59;3;"PERS";490.113784;"4D";"Small"
"WASH";2560.082499;"No";"Basic";"DOCT";"EMP";"F";88059;"RUR";"MAR";63;15;98;1;"PERS";144.551024;"4D";"Small"
"WASH";2333.609334;"No";"Basic";"BACH";"DIS";"M";25772;"SUBU";"DIV";64;13;52;1;"PERS";307.2;"4D";"Large"
"WASH";5783.175676;"No";"Basic";"COLL";"EMP";"M";72354;"RUR";"DIV";73;9;10;8;"PERS";13.949992;"4D";"Medsize"
"OR";13295.60284;"No";"Basic";"HSOB";"EMP";"F";68009;"SUBU";"DIV";110;1;2;2;"PERS";528;"SUV";"Medsize"
"WASH";3700.420255;"No";"Extended";"BACH";"ML";"F";12287;"SUBU";"SING";99;11;49;1;"PERS";712.8;"4D";"Small"
"NEV";6488.89559;"No";"Extended";"BACH";"EMP";"F";95025;"URB";"DIV";81;15;12;8;"PERS";271.968707;"4D";"Medsize"
"AR";7693.119768;"No";"Extended";"COLL";"EMP";"F";54665;"RUR";"MAR";97;0;60;3;"PERS";99.810799;"4D";"Medsize"
"AR";2630.213326;"No";"Basic";"COLL";"EMP";"M";80129;"RUR";"MAR";66;6;70;1;"PERS";165.243007;"4D";"Medsize"
"OR";2287.91729;"No";"Basic";"BACH";"EMP";"F";69024;"URB";"MAR";61;27;32;1;"PERS";238.530745;"4D";"Medsize"
"OR";4648.539191;"No";"Extended";"BACH";"UNEMP";"F";0;"SUBU";"MAR";121;11;10;1;"PERS";1080.559002;"SUV";"Medsize"
"AR";9209.41167;"No";"Basic";"HSOB";"EMP";"F";31365;"SUBU";"MAR";115;1;12;7;"SPEC";828;"SUV";"Medsize"
"OR";9269.677845;"No";"Basic";"HSOB";"ML";"M";27849;"SUBU";"MAR";119;24;94;3;"PERS";571.2;"SPO";"Small"
"CAL";15002.60308;"No";"Extended";"HSOB";"DIS";"F";19245;"SUBU";"SING";84;5;61;2;"PERS";604.8;"4D";"Small"
"OR";8427.172486;"Yes";"Extended";"BACH";"EMP";"F";46503;"SUBU";"DIV";215;4;21;1;"PERS";1032;"LUXS";"Medsize"
"OR";3011.766294;"No";"Extended";"COLL";"EMP";"M";77912;"SUBU";"DIV";76;5;40;1;"PERS";444.027215;"2D";"Small"
"WASH";12898.59142;"No";"Premium";"BACH";"EMP";"M";37449;"RUR";"MAR";111;18;69;2;"PERS";170.559281;"4D";"Medsize"
"OR";12168.74492;"Yes";"Basic";"BACH";"RET";"M";14973;"SUBU";"DIV";115;2;75;2;"PERS";828;"SUV";"Medsize"
"WASH";5551.589436;"No";"Basic";"COLL";"EMP";"M";46043;"SUBU";"MAR";70;22;59;7;"PERS";336;"4D";"Medsize"
"OR";4541.26342;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"DIV";65;15;85;4;"SPEC";312;"4D";"Medsize"
"OR";3096.511217;"Yes";"Extended";"COLL";"EMP";"F";21604;"SUBU";"DIV";79;14;28;1;"CORP";379.2;"4D";"Medsize"
"NEV";2359.423599;"Yes";"Basic";"BACH";"DIS";"F";19864;"SUBU";"DIV";63;22;96;1;"PERS";352.394515;"4D";"Medsize"
"CAL";2468.443101;"No";"Basic";"BACH";"EMP";"M";65876;"RUR";"MAR";63;1;52;1;"PERS";44.359382;"2D";"Medsize"
"OR";25640.24004;"No";"Premium";"BACH";"DIS";"F";24695;"SUBU";"MAR";168;5;83;2;"CORP";806.4;"SUV";"Medsize"
"OR";3567.503755;"Yes";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"MAR";102;28;11;1;"PERS";660.430456;"SUV";"Medsize"
"OR";6019.92547;"No";"Extended";"BACH";"EMP";"M";68658;"URB";"SING";77;7;60;8;"PERS";296.261405;"2D";"Medsize"
"AR";7258.634662;"No";"Basic";"COLL";"EMP";"M";88082;"URB";"MAR";61;10;45;2;"PERS";218.779614;"2D";"Medsize"
"CAL";9111.75642;"No";"Basic";"BACH";"EMP";"F";54751;"SUBU";"MAR";114;6;50;3;"PERS";721.241935;"SUV";"Medsize"
"OR";6369.262355;"Yes";"Extended";"HSOB";"EMP";"M";34498;"SUBU";"SING";83;30;72;7;"PERS";398.4;"2D";"Small"
"OR";4425.749642;"No";"Basic";"COLL";"EMP";"M";63597;"RUR";"MAR";114;10;31;1;"PERS";183.978738;"SUV";"Medsize"
"CAL";4950.250892;"No";"Basic";"HSOB";"EMP";"F";27400;"SUBU";"MAR";63;14;78;9;"PERS";302.4;"4D";"Medsize"
"CAL";4837.926404;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";65;6;89;3;"PERS";468;"4D";"Medsize"
"NEV";3891.537785;"No";"Basic";"COLL";"EMP";"M";31409;"RUR";"MAR";100;14;39;1;"CORP";116.163;"SUV";"Medsize"
"CAL";4872.01638;"No";"Basic";"MAST";"UNEMP";"M";0;"SUBU";"MAR";64;1;7;7;"PERS";307.2;"4D";"Medsize"
"AR";5310.905647;"No";"Basic";"HSOB";"EMP";"F";73102;"RUR";"MAR";66;35;46;4;"CORP";117.928547;"4D";"Small"
"CAL";8704.278179;"No";"Basic";"BACH";"EMP";"M";38072;"RUR";"MAR";113;10;36;3;"PERS";151.055863;"SUV";"Medsize"
"AR";2698.010741;"No";"Basic";"HSOB";"EMP";"M";95399;"RUR";"MAR";68;1;36;1;"PERS";78.003781;"2D";"Medsize"
"OR";8360.14874;"No";"Basic";"HSOB";"EMP";"M";48521;"RUR";"MAR";105;9;89;7;"PERS";263.82569;"SPO";"Medsize"
"OR";5316.644499;"No";"Basic";"BACH";"EMP";"F";45856;"RUR";"DIV";67;15;57;3;"PERS";91.735354;"2D";"Small"
"AR";3733.034622;"No";"Extended";"COLL";"EMP";"F";21542;"SUBU";"SING";97;13;21;1;"PERS";465.6;"4D";"Medsize"
"WASH";5407.745153;"No";"Basic";"BACH";"DIS";"F";22555;"SUBU";"MAR";70;1;62;3;"PERS";336;"2D";"Medsize"
"OR";5297.673655;"No";"Basic";"BACH";"EMP";"F";33832;"SUBU";"MAR";67;22;47;9;"CORP";321.6;"4D";"Small"
"CAL";3873.647046;"Yes";"Basic";"COLL";"RET";"M";28142;"SUBU";"MAR";105;18;50;1;"PERS";701.708239;"SPO";"Medsize"
"CAL";6508.759916;"No";"Extended";"BACH";"EMP";"M";60188;"URB";"MAR";84;15;49;4;"PERS";333.423827;"4D";"Medsize"
"AR";4834.397455;"No";"Basic";"BACH";"DIS";"M";11698;"SUBU";"MAR";65;4;38;3;"PERS";468;"4D";"Large"
"AR";2927.216278;"No";"Basic";"MAST";"EMP";"F";76850;"SUBU";"MAR";72;8;84;1;"PERS";345.6;"4D";"Medsize"
"OR";5924.667902;"No";"Basic";"HSOB";"EMP";"M";78387;"URB";"MAR";74;5;1;6;"CORP";204.090644;"4D";"Medsize"
"CAL";15262.95878;"No";"Extended";"BACH";"EMP";"M";80757;"URB";"MAR";128;9;14;2;"PERS";339.73717;"SUV";"Medsize"
"OR";2541.627614;"No";"Basic";"MAST";"EMP";"F";23692;"SUBU";"MAR";65;26;27;1;"PERS";312;"2D";"Medsize"
"CAL";4904.894731;"Yes";"Extended";"COLL";"RET";"F";12902;"SUBU";"DIV";139;3;51;1;"PERS";667.2;"SPO";"Medsize"
"AR";2434.004911;"No";"Basic";"BACH";"EMP";"F";23033;"SUBU";"MAR";62;5;9;1;"PERS";500.908028;"2D";"Small"
"OR";5586.965345;"No";"Basic";"COLL";"DIS";"F";19280;"SUBU";"MAR";72;4;39;6;"PERS";345.6;"4D";"Medsize"
"AR";26197.41498;"Yes";"Basic";"HSOB";"DIS";"F";18495;"SUBU";"MAR";113;10;15;2;"CORP";542.4;"SUV";"Large"
"OR";2609.877842;"No";"Basic";"HSOB";"EMP";"M";30825;"SUBU";"SING";68;15;21;1;"PERS";326.4;"4D";"Small"
"OR";3265.156348;"Yes";"Extended";"BACH";"EMP";"F";25820;"SUBU";"DIV";82;10;69;1;"PERS";393.6;"4D";"Medsize"
"OR";17435.68167;"No";"Basic";"BACH";"EMP";"F";54105;"SUBU";"MAR";73;22;15;2;"PERS";350.4;"2D";"Medsize"
"CAL";9080.604474;"No";"Basic";"HSOB";"EMP";"M";69853;"RUR";"MAR";114;15;42;3;"PERS";244.278662;"SUV";"Medsize"
"CAL";4637.034667;"No";"Premium";"BACH";"EMP";"M";97017;"URB";"MAR";115;33;60;1;"PERS";534.079032;"2D";"Medsize"
"CAL";2615.304467;"No";"Basic";"BACH";"EMP";"F";24914;"RUR";"MAR";66;6;90;1;"PERS";138.729702;"4D";"Medsize"
"CAL";7019.177186;"Yes";"Basic";"COLL";"RET";"M";26806;"SUBU";"MAR";63;32;19;2;"PERS";302.4;"4D";"Medsize"
"OR";12052.98409;"No";"Premium";"HSOB";"EMP";"F";25419;"SUBU";"MAR";101;13;18;2;"PERS";584.567645;"4D";"Medsize"
"OR";2647.519741;"Yes";"Basic";"COLL";"EMP";"M";37876;"URB";"SING";69;13;15;1;"PERS";300.056383;"4D";"Medsize"
"AR";15956.02945;"No";"Extended";"HSOB";"EMP";"M";36354;"SUBU";"MAR";202;34;28;9;"CORP";1454.4;"LUXS";"Small"
"NEV";5039.389325;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"SING";74;3;10;4;"PERS";355.2;"4D";"Large"
"CAL";5583.830065;"No";"Basic";"COLL";"EMP";"F";32403;"RUR";"MAR";71;31;47;9;"CORP";97.410282;"4D";"Medsize"
"CAL";5074.841142;"No";"Basic";"HSOB";"EMP";"M";51659;"SUBU";"MAR";64;19;37;3;"PERS";307.2;"4D";"Medsize"
"CAL";12045.67286;"No";"Extended";"BACH";"EMP";"F";55805;"URB";"MAR";99;16;30;2;"PERS";425.527151;"4D";"Medsize"
"NEV";2727.082424;"No";"Basic";"BACH";"EMP";"F";29286;"SUBU";"MAR";69;5;20;1;"PERS";496.8;"4D";"Small"
"OR";55277.44589;"No";"Basic";"HSOB";"EMP";"F";40740;"SUBU";"SING";198;19;60;2;"PERS";950.4;"LUXS";"Large"
"CAL";5080.23973;"No";"Basic";"BACH";"EMP";"M";70784;"RUR";"MAR";64;0;93;7;"SPEC";107.928851;"4D";"Medsize"
"AR";5838.133617;"No";"Basic";"COLL";"EMP";"F";55419;"RUR";"MAR";72;31;45;9;"PERS";171.166733;"4D";"Medsize"
"CAL";27666.30052;"No";"Extended";"HSOB";"EMP";"F";61886;"SUBU";"DIV";87;3;49;2;"PERS";417.6;"2D";"Small"
"AR";2676.948677;"No";"Basic";"MAST";"UNEMP";"M";0;"SUBU";"MAR";71;17;6;1;"CORP";340.8;"4D";"Medsize"
"OR";5330.593183;"No";"Extended";"HSOB";"EMP";"M";84240;"SUBU";"DIV";132;10;51;1;"PERS";633.6;"SUV";"Large"
"CAL";6305.925101;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";65;3;91;2;"PERS";468;"2D";"Small"
"OR";4746.759537;"No";"Premium";"COLL";"EMP";"F";54050;"SUBU";"MAR";119;5;15;1;"PERS";571.2;"2D";"Large"
"WASH";3423.973171;"No";"Extended";"COLL";"DIS";"F";29958;"SUBU";"MAR";90;8;77;1;"PERS";432;"4D";"Medsize"
"CAL";6610.048274;"No";"Extended";"MAST";"EMP";"F";23616;"URB";"MAR";83;8;68;7;"SPEC";229.620398;"2D";"Medsize"
"OR";8044.872393;"Yes";"Basic";"BACH";"EMP";"M";71391;"URB";"MAR";67;29;39;2;"PERS";284.000172;"4D";"Medsize"
"WASH";4314.174392;"No";"Basic";"HSOB";"EMP";"M";33488;"URB";"MAR";110;7;61;1;"PERS";316.876671;"SUV";"Medsize"
"AR";6715.294284;"No";"Extended";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";92;4;64;9;"PERS";441.6;"2D";"Medsize"
"AR";17646.72772;"No";"Basic";"COLL";"EMP";"F";36900;"RUR";"SING";61;21;28;2;"CORP";109.291516;"2D";"Large"
"NEV";41855.17315;"No";"Extended";"HSOB";"EMP";"M";28311;"SUBU";"MAR";134;7;70;2;"PERS";643.2;"SUV";"Medsize"
