"ST";"CLV";"Resp.";"COV";"EDUC";"EMPS";"GEN";"INC";"LOCC";"MARS";"MPA";"MSLC";"MSPI";"NOP";"PT";"TCA";"VC";"VS";"Cluster"
"OR";9012.922138;"No";"Basic";"COLL";"EMP";"F";67840;"RUR";"MAR";112;34;56;5;"PERS";83.240006;"SUV";"S";2
"CAL";5871.607022;"No";"Extended";"BACH";"UNEMP";"F";0;"SUBU";"SING";80;24;20;7;"CORP";871.055266;"4D";"M";2
"OR";5926.729379;"Yes";"Extended";"COLL";"RET";"M";23091;"SUBU";"MAR";96;28;90;5;"PERS";460.8;"4D";"M";3
"AR";5453.709172;"No";"Basic";"MAST";"EMP";"F";69468;"URB";"MAR";67;2;3;3;"PERS";302.733593;"4D";"M";1
"CAL";9106.867749;"No";"Basic";"HSOB";"EMP";"M";74143;"SUBU";"MAR";114;1;61;6;"PERS";547.2;"SUV";"M";2
"AR";5013.136429;"No";"Extended";"HSOB";"EMP";"M";65165;"SUBU";"MAR";126;14;18;1;"PERS";604.8;"SUV";"M";1
"CAL";6672.05628;"No";"Premium";"COLL";"EMP";"F";50537;"RUR";"MAR";165;10;35;1;"PERS";60.005031;"SUV";"M";3
"OR";6521.368813;"Yes";"Extended";"COLL";"EMP";"F";72608;"SUBU";"MAR";82;26;19;8;"PERS";393.6;"4D";"M";2
"NEV";13024.22378;"No";"Premium";"HSOB";"EMP";"F";26312;"SUBU";"MAR";110;29;19;2;"PERS";565.837664;"4D";"M";1
"OR";2748.800067;"No";"Basic";"HSOB";"EMP";"M";56900;"URB";"MAR";68;11;34;1;"PERS";304.115627;"4D";"M";3
"OR";2803.59608;"No";"Basic";"BACH";"EMP";"F";60707;"URB";"MAR";70;2;24;1;"CORP";327.061103;"4D";"M";1
"OR";7231.000788;"No";"Basic";"BACH";"EMP";"M";67276;"URB";"MAR";61;7;74;2;"PERS";181.804443;"2D";"M";3
"OR";8329.286254;"No";"Basic";"HSOB";"EMP";"F";30865;"RUR";"MAR";104;33;31;7;"PERS";21.261834;"SUV";"M";2
"CAL";4626.801093;"Yes";"Basic";"MAST";"EMP";"F";79487;"SUBU";"DIV";114;20;87;1;"PERS";547.2;"SUV";"M";3
"CAL";6265.343299;"Yes";"Extended";"DOCT";"UNEMP";"F";0;"SUBU";"MAR";84;18;25;4;"PERS";481.025786;"4D";"M";1
"OR";4504.16329;"No";"Basic";"COLL";"UNEMP";"M";0;"RUR";"MAR";62;18;75;3;"PERS";135.851316;"2D";"M";3
"OR";11533.47722;"No";"Extended";"BACH";"EMP";"F";41098;"URB";"MAR";96;3;15;2;"PERS";250.058657;"2D";"M";1
"AR";5349.996572;"No";"Basic";"COLL";"EMP";"F";89158;"URB";"SING";67;34;71;6;"PERS";272.195232;"4D";"M";2
"OR";2855.687705;"No";"Basic";"MAST";"EMP";"F";99612;"SUBU";"MAR";70;14;20;1;"PERS";336;"2D";"S";1
"NEV";6601.611299;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";194;22;79;1;"CORP";2306.508397;"LUXS";"M";3
"OR";3470.177816;"No";"Extended";"HSOB";"EMP";"F";94885;"RUR";"MAR";86;18;10;1;"PERS";170.532133;"4D";"M";1
"AR";5895.106386;"No";"Basic";"COLL";"EMP";"F";78352;"RUR";"DIV";74;33;3;7;"PERS";152.365482;"2D";"M";2
"OR";5065.935608;"No";"Basic";"HSOB";"EMP";"F";43460;"SUBU";"MAR";63;4;18;3;"PERS";302.4;"4D";"S";1
"OR";41787.90343;"Yes";"Premium";"HSOB";"EMP";"F";46587;"SUBU";"DIV";119;34;74;2;"PERS";571.2;"4D";"M";1
"NEV";4882.286714;"No";"Extended";"HSOB";"EMP";"F";21236;"RUR";"MAR";123;3;12;1;"PERS";131.262395;"SUV";"M";1
"CAL";3837.615029;"No";"Basic";"BACH";"UNEMP";"F";0;"RUR";"MAR";106;15;30;1;"PERS";117.229971;"SUV";"M";1
"OR";2154.073997;"No";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"SING";65;11;52;1;"PERS";312;"4D";"M";3
"CAL";5049.118385;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";68;35;65;7;"PERS";457.169818;"4D";"M";2
"CAL";13869.92705;"Yes";"Basic";"COLL";"EMP";"M";28432;"SUBU";"MAR";118;1;59;2;"CORP";612.300581;"SUV";"S";3
"OR";5213.3743;"No";"Extended";"HSOB";"EMP";"M";65167;"SUBU";"MAR";131;22;85;1;"PERS";628.8;"SUV";"M";3
"WASH";4911.115538;"No";"Basic";"COLL";"EMP";"F";33700;"URB";"MAR";62;26;72;3;"CORP";274.114843;"4D";"M";3
"AR";7751.855026;"No";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"SING";105;14;21;7;"PERS";756;"SUV";"L";2
"CAL";25464.82059;"Yes";"Extended";"COLL";"RET";"F";13663;"SUBU";"SING";97;1;66;2;"PERS";465.6;"4D";"S";1
"OR";9472.956706;"No";"Extended";"COLL";"UNEMP";"M";0;"SUBU";"MAR";131;4;49;9;"CORP";628.8;"SUV";"S";2
"AR";5926.957452;"No";"Extended";"COLL";"UNEMP";"F";0;"SUBU";"MAR";84;19;26;4;"PERS";403.2;"4D";"M";1
"OR";8470.043225;"No";"Extended";"BACH";"UNEMP";"F";0;"SUBU";"SING";82;1;13;2;"PERS";479.312226;"4D";"L";1
"AR";8675.993821;"No";"Basic";"COLL";"EMP";"F";65933;"URB";"MAR";108;23;16;5;"PERS";379.951464;"SUV";"M";2
"OR";18205.67367;"No";"Extended";"COLL";"UNEMP";"F";0;"SUBU";"DIV";128;11;57;2;"CORP";614.4;"SPO";"M";1
"WASH";2618.326183;"No";"Basic";"HSOB";"EMP";"M";28663;"SUBU";"MAR";66;23;34;1;"CORP";430.604489;"2D";"M";1
"AR";3349.639274;"No";"Extended";"BACH";"EMP";"M";78092;"URB";"MAR";84;34;13;1;"CORP";344.015386;"4D";"M";1
"NEV";5979.724161;"Yes";"Extended";"HSOB";"EMP";"F";57693;"SUBU";"DIV";76;16;56;3;"CORP";547.2;"4D";"M";3
"OR";16301.9676;"Yes";"Extended";"MAST";"RET";"F";19614;"SUBU";"MAR";85;21;32;2;"PERS";574.024018;"2D";"M";1
"CAL";7882.987485;"No";"Extended";"HSOB";"EMP";"F";23235;"SUBU";"MAR";99;28;71;4;"PERS";587.656629;"4D";"M";3
"CAL";7748.811;"No";"Basic";"BACH";"EMP";"M";79528;"URB";"MAR";64;2;39;2;"PERS";175.429028;"2D";"M";1
"CAL";15860.03591;"No";"Extended";"MAST";"UNEMP";"F";0;"RUR";"MAR";136;10;41;2;"PERS";46.098963;"SUV";"S";1
"OR";2279.696801;"No";"Basic";"HSOB";"ML";"M";23253;"SUBU";"DIV";61;20;49;1;"PERS";292.8;"2D";"M";3
"CAL";15272.79977;"No";"Basic";"COLL";"EMP";"M";40571;"URB";"MAR";100;19;56;2;"PERS";361.788917;"SUV";"M";3
"CAL";5498.753121;"No";"Extended";"BACH";"EMP";"F";60668;"URB";"MAR";138;18;92;1;"PERS";553.699596;"SUV";"M";3
"CAL";5743.403321;"No";"Basic";"DOCT";"EMP";"M";61776;"URB";"DIV";73;9;61;6;"PERS";343.278996;"2D";"M";2
"CAL";3942.917284;"No";"Extended";"MAST";"EMP";"M";38820;"SUBU";"MAR";99;29;59;1;"PERS";547.619785;"4D";"S";1
"CAL";2503.603127;"No";"Basic";"BACH";"EMP";"F";47285;"SUBU";"MAR";63;7;3;1;"PERS";302.4;"4D";"M";1
"OR";4558.592305;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";62;13;21;8;"CORP";446.4;"4D";"M";2
"OR";67907.2705;"No";"Premium";"BACH";"EMP";"M";78310;"RUR";"MAR";192;34;18;2;"PERS";151.711475;"SPO";"M";1
"NEV";2396.672304;"No";"Basic";"COLL";"ML";"F";26222;"SUBU";"MAR";62;23;18;1;"PERS";297.6;"4D";"M";1
"AR";5568.947534;"Yes";"Extended";"HSOB";"UNEMP";"M";0;"SUBU";"SING";79;21;53;7;"PERS";407.440238;"2D";"M";2
"OR";7334.517166;"No";"Basic";"COLL";"EMP";"F";83926;"RUR";"MAR";181;31;88;1;"PERS";124.447153;"LUX";"M";3
"CAL";7150.111338;"No";"Extended";"MAST";"EMP";"M";24124;"SUBU";"MAR";91;24;52;3;"CORP";436.8;"4D";"M";3
"NEV";12023.75062;"No";"Basic";"HSOB";"ML";"M";28879;"SUBU";"MAR";106;6;9;2;"PERS";763.2;"SPO";"M";1
"OR";4018.88493;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"MAR";112;26;27;1;"CORP";544.250322;"SUV";"M";1
"OR";4770.550911;"Yes";"Basic";"COLL";"ML";"F";12964;"SUBU";"SING";65;2;37;4;"PERS";362.774545;"2D";"M";1
"NEV";29297.33082;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";115;22;65;2;"PERS";1251.042795;"SUV";"S";3
"WASH";27929.96441;"No";"Extended";"COLL";"EMP";"F";88105;"SUBU";"MAR";86;5;26;2;"PERS";412.8;"4D";"M";1
"OR";2899.922473;"No";"Basic";"COLL";"EMP";"F";66524;"URB";"MAR";74;15;8;1;"PERS";238.517525;"2D";"M";1
"OR";2331.325089;"No";"Basic";"BACH";"DIS";"M";27398;"SUBU";"SING";68;4;39;1;"PERS";326.4;"4D";"M";1
"AR";8561.561976;"No";"Basic";"HSOB";"EMP";"M";37759;"SUBU";"MAR";108;9;51;5;"CORP";518.4;"SUV";"M";1
"CAL";11280.72641;"No";"Extended";"COLL";"EMP";"M";45743;"SUBU";"MAR";96;15;81;2;"PERS";673.780804;"4D";"M";3
"OR";2764.024716;"No";"Basic";"BACH";"EMP";"F";54183;"SUBU";"DIV";70;1;91;1;"PERS";336;"4D";"L";3
"WASH";2580.849899;"Yes";"Basic";"COLL";"EMP";"M";46900;"SUBU";"MAR";66;13;59;1;"PERS";316.8;"4D";"M";3
"NEV";10856.01489;"No";"Extended";"DOCT";"EMP";"F";59803;"RUR";"MAR";90;21;0;2;"CORP";22.75546;"2D";"M";1
"OR";4150.836913;"No";"Premium";"HSOB";"EMP";"F";53787;"SUBU";"MAR";104;20;77;1;"CORP";666.092015;"4D";"M";3
"CAL";16979.79757;"Yes";"Basic";"BACH";"EMP";"M";35095;"SUBU";"DIV";73;25;56;2;"CORP";525.6;"2D";"S";3
"CAL";5028.739297;"No";"Basic";"COLL";"UNEMP";"F";0;"URB";"MAR";67;21;60;5;"PERS";216.196521;"4D";"M";1
"CAL";64618.75715;"No";"Extended";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";217;14;40;2;"PERS";1562.4;"LUX";"S";3
"AR";41103.24183;"No";"Premium";"COLL";"EMP";"F";30845;"SUBU";"MAR";116;3;89;2;"PERS";556.8;"4D";"M";3
"WASH";22658.53652;"Yes";"Basic";"BACH";"RET";"M";23665;"SUBU";"MAR";67;19;50;2;"CORP";404.817249;"4D";"M";1
"CAL";7013.436657;"No";"Extended";"HSOB";"EMP";"M";92107;"RUR";"DIV";88;7;38;5;"PERS";16.37296;"4D";"M";2
"OR";8658.863813;"Yes";"Basic";"COLL";"EMP";"M";62464;"URB";"MAR";109;23;45;4;"PERS";400.181882;"SPO";"M";1
"OR";5214.342348;"No";"Basic";"DOCT";"EMP";"M";69991;"RUR";"MAR";65;27;44;7;"PERS";4.619402;"4D";"M";2
"CAL";4334.064096;"Yes";"Extended";"BACH";"RET";"F";23904;"SUBU";"SING";123;1;67;1;"PERS";590.4;"SUV";"M";3
"CAL";3731.504584;"Yes";"Extended";"HSOB";"UNEMP";"F";0;"SUBU";"MAR";96;31;34;1;"CORP";460.8;"4D";"L";1
"OR";22242.51659;"No";"Premium";"BACH";"EMP";"F";83894;"RUR";"MAR";110;6;46;2;"PERS";82.019005;"4D";"M";1
"CAL";12280.76661;"Yes";"Premium";"COLL";"EMP";"M";88340;"SUBU";"MAR";102;16;1;2;"CORP";489.6;"2D";"M";1
"CAL";13024.13012;"Yes";"Extended";"MAST";"UNEMP";"M";0;"SUBU";"SING";125;6;61;2;"CORP";900;"SUV";"S";1
"OR";7488.785177;"No";"Basic";"HSOB";"EMP";"M";39602;"SUBU";"DIV";64;15;59;2;"PERS";307.2;"2D";"S";3
"AR";2300.691547;"Yes";"Basic";"BACH";"RET";"M";25905;"SUBU";"DIV";63;21;12;1;"PERS";302.4;"4D";"L";1
"NEV";30081.36783;"No";"Basic";"BACH";"EMP";"F";24626;"RUR";"MAR";108;19;3;2;"PERS";225.971279;"SUV";"M";1
"CAL";3745.374656;"No";"Extended";"COLL";"EMP";"F";59732;"RUR";"MAR";94;0;54;1;"CORP";135.626867;"4D";"M";1
"AR";13246.56841;"No";"Premium";"BACH";"EMP";"M";36898;"SUBU";"MAR";169;15.1785246617198;36;3;"PERS";811.2;"SUV";"M";1
"AR";5008.275979;"No";"Extended";"HSOB";"EMP";"M";92864;"RUR";"MAR";123;13;60;1;"PERS";96.338144;"SUV";"M";3
"AR";2396.219292;"Yes";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"MAR";66;6;71;1;"CORP";433.160284;"4D";"L";3
"CAL";5146.898635;"No";"Basic";"COLL";"EMP";"F";93752;"RUR";"DIV";64;34;24;3;"CORP";154.713524;"4D";"L";1
"WASH";6540.204626;"No";"Extended";"BACH";"DIS";"M";21156;"RUR";"DIV";89;2;32;8;"PERS";111.836561;"2D";"M";2
"AR";7159.806745;"No";"Extended";"COLL";"EMP";"M";67206;"RUR";"DIV";90;9;69;9;"PERS";76.289123;"4D";"M";2
"CAL";6087.302608;"No";"Extended";"HSOB";"EMP";"M";85654;"RUR";"MAR";76;8;46;3;"PERS";46.20341;"4D";"L";1
"OR";9772.736775;"No";"Extended";"COLL";"EMP";"M";59325;"RUR";"DIV";83;20;76;2;"PERS";81.599332;"4D";"M";3
"CAL";6005.847375;"Yes";"Extended";"COLL";"RET";"M";13528;"SUBU";"SING";86;21;35;3;"PERS";412.8;"4D";"M";1
"OR";6811.576281;"No";"Basic";"MAST";"UNEMP";"F";0;"SUBU";"DIV";63;0;88;2;"PERS";302.4;"4D";"S";1
"CAL";16350.13061;"No";"Premium";"COLL";"UNEMP";"M";0;"SUBU";"SING";165;12;82;2;"CORP";1452.213743;"SUV";"M";3
"WASH";3580.261881;"No";"Extended";"COLL";"EMP";"F";75333;"URB";"MAR";90;15;44;1;"PERS";289.236063;"4D";"S";1
"NEV";5821.128509;"No";"Basic";"BACH";"EMP";"F";61108;"RUR";"MAR";72;27;84;6;"PERS";23.773332;"4D";"M";2
"NEV";2839.56968;"No";"Basic";"HSOB";"EMP";"F";27083;"SUBU";"DIV";73;15;58;1;"PERS";525.6;"4D";"S";3
"CAL";10097.19837;"No";"Basic";"HSOB";"EMP";"M";68997;"URB";"MAR";63;3;26;2;"PERS";206.926432;"4D";"L";1
"CAL";2674.227315;"No";"Basic";"HSOB";"EMP";"F";33451;"SUBU";"MAR";67;0;1;1;"PERS";337.219884;"4D";"M";1
"NEV";4515.445404;"No";"Premium";"BACH";"EMP";"F";21500;"RUR";"DIV";115;14;44;1;"CORP";39.292196;"4D";"M";3
"OR";7998.347343;"No";"Basic";"HSOB";"RET";"M";26487;"SUBU";"SING";112;0;82;3;"CORP";602.431489;"SUV";"M";3
"CAL";2809.766683;"No";"Basic";"HSOB";"EMP";"M";74713;"SUBU";"MAR";70;20;67;1;"PERS";336;"4D";"L";3
"WASH";4748.794301;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"SING";70;8;74;3;"PERS";504;"4D";"S";3
"CAL";5272.518472;"No";"Basic";"DOCT";"EMP";"M";85607;"RUR";"SING";66;26;1;3;"PERS";67.647131;"4D";"M";1
"CAL";6712.294021;"No";"Extended";"BACH";"EMP";"F";44891;"RUR";"MAR";83;12;75;6;"PERS";74.803791;"4D";"M";2
"WASH";8188.976576;"No";"Basic";"COLL";"EMP";"M";89061;"SUBU";"DIV";103;19;88;3;"PERS";565.267705;"SUV";"S";3
"AR";14429.89284;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";198;4;31;9;"PERS";962.159318;"LUX";"S";3
"AR";4376.363592;"Yes";"Premium";"BACH";"EMP";"F";63774;"RUR";"DIV";111;18;63;1;"PERS";60.036683;"4D";"M";3
"OR";3713.803592;"No";"Extended";"HSOB";"EMP";"M";93308;"SUBU";"MAR";92;20;56;1;"PERS";441.6;"4D";"M";3
"AR";7590.050089;"No";"Basic";"HSOB";"DIS";"M";10375;"SUBU";"MAR";66;10;95;2;"PERS";316.8;"2D";"M";3
"OR";2795.735679;"No";"Basic";"MAST";"EMP";"M";85950;"RUR";"DIV";69;5;61;1;"PERS";47.70723;"4D";"S";1
"NEV";8640.753192;"No";"Basic";"BACH";"EMP";"F";33402;"RUR";"MAR";109;7;66;4;"PERS";71.053011;"SUV";"S";3
"WASH";2624.896858;"No";"Basic";"HSOB";"ML";"M";18129;"SUBU";"DIV";71;23;59;1;"PERS";340.8;"2D";"L";3
"OR";4815.020779;"No";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"SING";66;29;58;8;"PERS";711.8026;"2D";"S";2
"CAL";4460.418492;"No";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"DIV";65;24;45;4;"CORP";312;"4D";"S";3
"AR";6047.02516;"Yes";"Extended";"COLL";"EMP";"M";20396;"SUBU";"MAR";76;15;60;4;"CORP";364.8;"4D";"M";3
"OR";8221.870429;"No";"Premium";"MAST";"ML";"F";13376;"SUBU";"SING";108;13;75;4;"PERS";774.714929;"4D";"S";3
"CAL";6798.272436;"No";"Extended";"COLL";"EMP";"F";32517;"SUBU";"SING";94;11;53;3;"SPEC";451.2;"4D";"S";3
"CAL";12817.41348;"No";"Basic";"COLL";"EMP";"M";28651;"URB";"SING";67;4;25;2;"PERS";302.272725;"4D";"M";1
"AR";5219.886414;"No";"Basic";"BACH";"EMP";"F";64964;"URB";"SING";66;9;84;5;"PERS";286.967405;"4D";"M";2
"NEV";6140.242989;"No";"Extended";"COLL";"EMP";"F";34112;"SUBU";"MAR";77;32;68;6;"PERS";369.6;"4D";"S";2
"AR";3756.63877;"No";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"MAR";108;32;49;1;"PERS";718.383;"SUV";"M";1
"CAL";7356.559341;"No";"Extended";"HSOB";"EMP";"M";81145;"URB";"MAR";92;34;92;8;"CORP";321.060571;"2D";"L";2
"CAL";32725.2974;"No";"Extended";"MAST";"EMP";"F";39894;"URB";"MAR";134;23;87;2;"CORP";411.077415;"SUV";"M";3
"CAL";7057.463184;"No";"Extended";"HSOB";"EMP";"M";52447;"RUR";"SING";90;5;57;7;"PERS";61.585668;"4D";"M";2
"CAL";11005.02349;"No";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"SING";69;31;69;2;"PERS";496.8;"4D";"M";3
"CAL";5563.771927;"No";"Basic";"COLL";"EMP";"M";35398;"SUBU";"DIV";71;26;41;7;"PERS";340.8;"4D";"M";2
"OR";7451.479991;"No";"Basic";"HSOB";"ML";"F";26239;"SUBU";"MAR";65;11;39;2;"PERS";312;"4D";"S";1
"AR";5181.054467;"No";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"MAR";70;4;64;7;"PERS";336;"4D";"L";2
"WASH";12584.00638;"No";"Basic";"MAST";"EMP";"M";83013;"RUR";"MAR";103;2;75;2;"CORP";155.125923;"SUV";"M";1
"CAL";13057.01188;"No";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"SING";190;9;67;7;"PERS";1833.182529;"LUXS";"S";3
"AR";17776.82267;"No";"Extended";"HSOB";"EMP";"F";86205;"SUBU";"SING";223;8;67;8;"PERS";1070.4;"LUX";"S";3
"NEV";2757.383982;"No";"Basic";"COLL";"EMP";"M";50414;"SUBU";"MAR";69;25;34;1;"PERS";331.2;"4D";"M";1
"CAL";7535.42519;"No";"Basic";"DOCT";"EMP";"M";37496;"SUBU";"SING";65;1;36;2;"CORP";312;"2D";"S";1
"OR";2826.804029;"No";"Basic";"HSOB";"EMP";"F";24224;"SUBU";"DIV";71;7;64;1;"CORP";511.2;"2D";"S";3
"CAL";7326.544855;"No";"Extended";"BACH";"EMP";"M";62338;"RUR";"MAR";92;9;61;4;"CORP";4.216231;"4D";"M";3
"OR";6633.137616;"No";"Extended";"COLL";"EMP";"M";63483;"RUR";"MAR";83;4;84;3;"PERS";85.073541;"4D";"M";3
"AR";2485.886754;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";70;24;58;1;"PERS";504;"2D";"M";3
"OR";8598.185237;"No";"Basic";"HSOB";"EMP";"M";38113;"URB";"MAR";73;4;34;2;"PERS";203.640251;"4D";"L";1
"AR";8586.801328;"No";"Basic";"HSOB";"EMP";"F";38676;"RUR";"MAR";72;24;33;2;"PERS";146.124719;"4D";"M";1
"AR";2417.777032;"No";"Basic";"MAST";"EMP";"F";20200;"SUBU";"SING";65;3;51;1;"PERS";312;"2D";"M";3
"AR";2693.663643;"No";"Basic";"COLL";"EMP";"M";29038;"RUR";"MAR";69;14;61;1;"PERS";56.351667;"4D";"M";3
"AR";7179.22522;"No";"Extended";"MAST";"EMP";"M";23179;"SUBU";"DIV";91;11;79;9;"CORP";436.8;"2D";"M";2
"OR";10629.33736;"No";"Extended";"DOCT";"EMP";"M";56598;"RUR";"MAR";88;29;29;2;"PERS";92.966783;"4D";"M";1
"AR";2710.918992;"No";"Extended";"COLL";"UNEMP";"M";0;"SUBU";"SING";76;11;38;1;"CORP";547.2;"2D";"M";1
"OR";7724.052993;"No";"Basic";"BACH";"EMP";"F";46988;"RUR";"SING";195;8;69;1;"CORP";294.762659;"LUXS";"M";3
"OR";3508.569533;"Yes";"Extended";"COLL";"ML";"M";20978;"SUBU";"MAR";98;19;96;1;"PERS";1176.2788;"4D";"S";3
"CAL";2241.108638;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";63;5;7;1;"PERS";453.6;"2D";"M";1
"OR";33279.77231;"No";"Basic";"HSOB";"EMP";"F";59130;"URB";"MAR";117;21;7;2;"CORP";436.533172;"SPO";"M";1
"WASH";5348.30258;"No";"Basic";"BACH";"EMP";"M";31572;"URB";"MAR";70;15.1785246617198;95;3;"PERS";292.434826;"4D";"M";3
"CAL";5251.152281;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"MAR";72;21;65;3;"PERS";345.6;"4D";"M";3
"CAL";4686.807406;"No";"Premium";"BACH";"EMP";"M";32646;"URB";"MAR";119;25;84;1;"CORP";464.99983;"4D";"M";3
"AR";7148.331333;"No";"Basic";"BACH";"EMP";"F";51791;"RUR";"MAR";181;10;46;1;"PERS";422.960234;"LUX";"M";3
"WASH";5028.575209;"No";"Basic";"HSOB";"EMP";"M";70828;"SUBU";"MAR";62;8;18;4;"PERS";297.6;"4D";"S";1
"OR";2415.415525;"No";"Basic";"COLL";"EMP";"F";40903;"SUBU";"MAR";61;12;5;1;"CORP";409.88696;"4D";"S";1
"CAL";7545.548643;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"MAR";106;19;67;3;"CORP";631.108223;"SUV";"M";3
"CAL";5264.425866;"No";"Basic";"HSOB";"EMP";"F";24031;"SUBU";"MAR";66;32;37;3;"PERS";316.8;"4D";"S";2
"OR";4474.48438;"No";"Basic";"HSOB";"EMP";"M";84927;"SUBU";"MAR";112;27;83;1;"PERS";537.6;"SUV";"S";3
"OR";21578.86035;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"MAR";72;20;11;2;"CORP";510.976913;"2D";"S";1
"CAL";2902.622439;"No";"Basic";"COLL";"EMP";"F";23893;"URB";"MAR";73;19;21;1;"PERS";186.292275;"4D";"M";1
"AR";10876.4794;"No";"Extended";"DOCT";"EMP";"M";71255;"RUR";"SING";138;15.1286863270777;16;4;"PERS";138.633681;"SPO";"M";1
"NEV";4413.285858;"No";"Basic";"COLL";"EMP";"F";37697;"RUR";"MAR";112;35;8;1;"PERS";38.403843;"SUV";"S";1
"AR";12504.49422;"No";"Premium";"COLL";"EMP";"M";33746;"SUBU";"MAR";106;29;23;2;"PERS";508.8;"2D";"M";1
"WASH";7462.926263;"Yes";"Extended";"COLL";"EMP";"F";70263;"RUR";"MAR";93;30;66;5;"PERS";7.345946;"2D";"S";2
"OR";4690.793868;"No";"Premium";"BACH";"EMP";"M";43367;"SUBU";"DIV";118;6;20;1;"PERS";1026.741926;"4D";"M";1
"CAL";2943.045259;"No";"Extended";"HSOB";"UNEMP";"F";0;"SUBU";"SING";81;26;23;1;"PERS";388.8;"2D";"L";1
"OR";5003.336664;"No";"Basic";"DOCT";"UNEMP";"F";0;"SUBU";"MAR";66;12;20;4;"PERS";445.19869;"4D";"S";1
"NEV";13466.92071;"Yes";"Basic";"HSOB";"DIS";"F";11432;"SUBU";"MAR";119;11;9;2;"SPEC";571.2;"SUV";"S";1
"CAL";3386.186515;"No";"Extended";"COLL";"EMP";"M";67249;"RUR";"DIV";86;25;4;1;"SPEC";33.894695;"4D";"M";1
"CAL";5503.440723;"No";"Basic";"BACH";"EMP";"F";76839;"SUBU";"MAR";68;12;85;3;"PERS";326.4;"4D";"M";2
"OR";25807.063;"Yes";"Extended";"COLL";"EMP";"F";71210;"SUBU";"MAR";214;8;89;2;"PERS";1027.2;"LUX";"S";3
"CAL";4739.34663;"No";"Premium";"BACH";"EMP";"F";49447;"SUBU";"MAR";119;9;48;1;"PERS";762.007253;"4D";"M";3
"NEV";15777.88702;"No";"Basic";"HSOB";"EMP";"F";98713;"URB";"MAR";65;3;91;2;"PERS";289.894293;"2D";"M";1
"OR";2619.865336;"No";"Basic";"BACH";"EMP";"M";26094;"RUR";"MAR";67;16;84;1;"PERS";2.028223;"2D";"M";3
"CAL";15445.66166;"No";"Basic";"MAST";"EMP";"M";26990;"URB";"MAR";65;9;60;2;"PERS";297.864823;"4D";"M";3
"WASH";3355.528168;"No";"Extended";"COLL";"EMP";"F";46644;"RUR";"MAR";84;34;19;1;"PERS";150.688024;"4D";"M";1
"CAL";2874.08847;"No";"Basic";"MAST";"EMP";"F";33462;"RUR";"MAR";72;12;9;1;"PERS";112.425578;"4D";"M";1
"OR";2846.645431;"No";"Basic";"BACH";"EMP";"F";66880;"SUBU";"MAR";71;7;54;1;"PERS";340.8;"4D";"M";1
"AR";23813.52051;"No";"Basic";"BACH";"EMP";"M";88680;"URB";"MAR";66;5;66;2;"PERS";201.762191;"4D";"M";3
"OR";5313.467001;"No";"Extended";"HSOB";"UNEMP";"M";0;"SUBU";"SING";79;4;78;4;"CORP";568.8;"2D";"M";1
"WASH";3730.144916;"No";"Extended";"COLL";"EMP";"M";75132;"SUBU";"MAR";93;7;33;1;"PERS";446.4;"4D";"M";1
"CAL";9031.214859;"Yes";"Extended";"MAST";"UNEMP";"F";0;"SUBU";"SING";122;15;47;9;"PERS";650.52179;"SPO";"M";2
"CAL";5931.28489;"No";"Basic";"HSOB";"EMP";"F";56617;"SUBU";"MAR";74;18;24;3;"PERS";355.2;"4D";"S";1
"CAL";9429.080755;"No";"Extended";"COLL";"EMP";"F";75638;"RUR";"DIV";83;6;52;2;"PERS";108.69654;"4D";"M";1
"CAL";7613.049819;"No";"Basic";"BACH";"DIS";"F";24982;"SUBU";"MAR";109;20;52;7;"PERS";523.2;"SUV";"M";2
"WASH";3313.014405;"No";"Extended";"HSOB";"EMP";"F";40348;"RUR";"MAR";83;6;56;1;"PERS";26.314753;"4D";"M";3
"AR";7317.014254;"No";"Basic";"COLL";"EMP";"F";24083;"SUBU";"DIV";63;22;2;2;"PERS";340.453606;"4D";"S";1
