"State";"Customer.Lifetime.Value";"Response";"Coverage";"Education";"EmploymentStatus";"Gender";"Income";"Location.Code";"Marital.Status";"Monthly.Premium.Auto";"Months.Since.Last.Claim";"Months.Since.Policy.Inception";"Number.of.Policies";"Policy.Type";"Total.Claim.Amount";"Vehicle.Class";"Vehicle.Size"
"California";4762.591249;"No";"Basic";"High School or Below";"Employed";"M";57135;"Urban";"Divorced";61;25;47;8;"Corporate Auto";156.921247;"Four-Door Car";"Medsize"
"California";4879.442929;"No";"Basic";"Bachelor";"Employed";"F";58580;"Suburban";"Married";61;5;53;3;"Personal Auto";292.8;"Four-Door Car";"Medsize"
"Oregon";4330.38602;"Yes";"Premium";"College";"Employed";"M";60475;"Suburban";"Married";107;9;18;1;"Personal Auto";513.6;"Four-Door Car";"Medsize"
"Washington";9095.049868;"Yes";"Basic";"College";"Employed";"M";37937;"Suburban";"Married";116;11;42;5;"Personal Auto";556.8;"SUV";"Medsize"
"Oregon";5524.310373;"No";"Basic";"Bachelor";"Employed";"F";70360;"Suburban";"Married";69;0;66;8;"Personal Auto";331.2;"Two-Door Car";"Small"
"Oregon";11836.29699;"No";"Premium";"College";"Unemployed";"M";0;"Suburban";"Single";119;9;74;2;"Personal Auto";856.8;"Four-Door Car";"Medsize"
"California";2588.080213;"No";"Basic";"Bachelor";"Employed";"M";47509;"Rural";"Divorced";66;28;73;1;"Personal Auto";93.128128;"Four-Door Car";"Medsize"
"Nevada";7176.591051;"No";"Basic";"Master";"Employed";"M";27071;"Suburban";"Divorced";183;1;85;1;"Personal Auto";878.4;"Luxury Car";"Large"
"Arizona";27890.0576;"No";"Extended";"High School or Below";"Employed";"F";46546;"Urban";"Divorced";99;9;64;2;"Special Auto";319.105565;"Four-Door Car";"Medsize"
"Arizona";7280.300642;"No";"Basic";"Bachelor";"Employed";"M";32627;"Rural";"Single";67;14;53;2;"Personal Auto";54.628741;"Four-Door Car";"Medsize"
"Arizona";2152.081322;"No";"Basic";"Bachelor";"Unemployed";"M";0;"Suburban";"Single";65;8;50;1;"Personal Auto";460.379966;"Two-Door Car";"Medsize"
"Oregon";4334.210791;"No";"Premium";"Bachelor";"Unemployed";"F";0;"Suburban";"Single";116;6;87;1;"Personal Auto";1065.617464;"Four-Door Car";"Small"
"Oregon";8630.696198;"No";"Extended";"College";"Unemployed";"F";0;"Suburban";"Married";122;19;72;3;"Personal Auto";585.6;"SUV";"Medsize"
"Arizona";4766.940473;"No";"Basic";"Bachelor";"Medical Leave";"F";29177;"Suburban";"Married";64;5;20;5;"Personal Auto";307.2;"Four-Door Car";"Large"
"California";10439.49667;"No";"Extended";"College";"Employed";"M";88233;"Urban";"Single";88;32;22;2;"Personal Auto";253.056709;"Four-Door Car";"Medsize"
"Washington";3747.060981;"No";"Basic";"College";"Unemployed";"F";0;"Suburban";"Single";107;17;81;1;"Personal Auto";549.986128;"SUV";"Medsize"
"Oregon";6617.139741;"No";"Basic";"Bachelor";"Unemployed";"M";0;"Suburban";"Single";195;20;61;1;"Personal Auto";1404;"Luxury SUV";"Medsize"
"California";3821.819872;"No";"Extended";"College";"Employed";"F";79189;"Rural";"Married";95;20;50;1;"Corporate Auto";50.171541;"Two-Door Car";"Small"
"Oregon";2863.04871;"No";"Basic";"Master";"Employed";"F";41077;"Rural";"Married";71;3;14;1;"Personal Auto";82.415457;"Two-Door Car";"Medsize"
"Arizona";9420.965855;"No";"Basic";"Bachelor";"Employed";"F";47048;"Suburban";"Married";118;0;37;3;"Personal Auto";566.4;"SUV";"Medsize"
"California";8767.626534;"No";"Premium";"Doctor";"Employed";"M";45484;"Suburban";"Single";111;31;28;8;"Corporate Auto";532.8;"Four-Door Car";"Medsize"
"California";4571.610619;"No";"Basic";"Master";"Employed";"M";79453;"Rural";"Single";115;11;47;1;"Personal Auto";242.099049;"SUV";"Medsize"
"Arizona";14514.00519;"No";"Basic";"College";"Employed";"F";88753;"Suburban";"Single";181;6;21;3;"Personal Auto";868.8;"Luxury SUV";"Small"
"Washington";2588.435037;"No";"Basic";"High School or Below";"Unemployed";"M";0;"Suburban";"Single";74;7;63;1;"Personal Auto";851.022089;"Four-Door Car";"Medsize"
"Nevada";6243.089247;"No";"Extended";"College";"Employed";"M";73945;"Urban";"Married";78;21;76;8;"Personal Auto";330.872532;"Two-Door Car";"Medsize"
"Washington";2719.506996;"Yes";"Basic";"College";"Retired";"F";14030;"Suburban";"Married";72;11;3;1;"Personal Auto";345.6;"Two-Door Car";"Large"
"Oregon";2719.260911;"No";"Basic";"Bachelor";"Employed";"M";81799;"Suburban";"Married";68;23;97;1;"Personal Auto";326.4;"Four-Door Car";"Small"
"Oregon";4803.777507;"No";"Basic";"High School or Below";"Disabled";"F";23634;"Suburban";"Married";62;4;25;9;"Personal Auto";440.189611;"Two-Door Car";"Small"
"California";2856.948797;"No";"Extended";"Bachelor";"Unemployed";"M";0;"Suburban";"Married";78;26;14;1;"Personal Auto";374.4;"Four-Door Car";"Medsize"
"Oregon";5169.558551;"No";"Basic";"Bachelor";"Employed";"F";56334;"Suburban";"Married";65;35;72;3;"Corporate Auto";421.563772;"Two-Door Car";"Small"
"Oregon";4082.704584;"No";"Basic";"Bachelor";"Medical Leave";"F";23206;"Suburban";"Married";107;31;60;1;"Personal Auto";513.6;"Sports Car";"Large"
"Oregon";2959.950094;"No";"Extended";"High School or Below";"Retired";"M";28140;"Suburban";"Single";85;23;5;1;"Personal Auto";612;"Four-Door Car";"Small"
"Arizona";16468.22079;"Yes";"Basic";"High School or Below";"Unemployed";"F";0;"Suburban";"Divorced";63;4;52;2;"Personal Auto";685.12694;"Four-Door Car";"Medsize"
"California";12779.06199;"No";"Extended";"High School or Below";"Unemployed";"M";0;"Suburban";"Single";88;16;8;2;"Special Auto";633.6;"Four-Door Car";"Medsize"
"California";12168.74492;"Yes";"Basic";"Bachelor";"Retired";"M";14973;"Suburban";"Divorced";115;2;75;2;"Personal Auto";828;"SUV";"Medsize"
"Oregon";6240.664762;"No";"Extended";"Bachelor";"Unemployed";"F";0;"Suburban";"Single";87;31;9;9;"Personal Auto";712.40122;"Four-Door Car";"Medsize"
"Nevada";5442.744248;"No";"Basic";"Doctor";"Employed";"F";25884;"Urban";"Married";69;18;36;9;"Personal Auto";292.274846;"Four-Door Car";"Medsize"
"Oregon";3551.792574;"No";"Extended";"Master";"Disabled";"M";11607;"Urban";"Single";96;19;38;1;"Corporate Auto";313.351134;"Four-Door Car";"Medsize"
"Nevada";24138.05975;"No";"Basic";"Master";"Employed";"M";53691;"Urban";"Divorced";67;13;48;2;"Personal Auto";175.97506;"Four-Door Car";"Medsize"
"Oregon";15415.04407;"No";"Basic";"Bachelor";"Employed";"M";89464;"Suburban";"Married";194;17;40;3;"Personal Auto";1067.291208;"Luxury SUV";"Medsize"
"Oregon";5517.199137;"No";"Basic";"High School or Below";"Employed";"F";60596;"Urban";"Married";71;20;78;3;"Personal Auto";180.340069;"Four-Door Car";"Medsize"
"Nevada";13448.80973;"No";"Basic";"Bachelor";"Employed";"M";43720;"Suburban";"Single";117;5;90;2;"Personal Auto";561.6;"SUV";"Medsize"
"California";6689.022728;"Yes";"Extended";"High School or Below";"Employed";"M";56980;"Suburban";"Married";84;33;70;7;"Personal Auto";599.000883;"Two-Door Car";"Medsize"
"Oregon";7222.850848;"No";"Basic";"College";"Unemployed";"F";0;"Suburban";"Divorced";68;5;36;2;"Personal Auto";350.207614;"Four-Door Car";"Small"
"Oregon";4311.416903;"No";"Basic";"College";"Unemployed";"M";0;"Suburban";"Single";67;0;71;3;"Personal Auto";482.4;"Four-Door Car";"Medsize"
"Nevada";4376.363592;"Yes";"Premium";"Bachelor";"Employed";"F";63774;"Rural";"Divorced";111;18;63;1;"Personal Auto";60.036683;"Four-Door Car";"Medsize"
"Oregon";10506.93706;"No";"Extended";"High School or Below";"Employed";"M";61650;"Rural";"Single";88;8;2;2;"Personal Auto";117.470445;"Four-Door Car";"Medsize"
"Oregon";8667.090494;"No";"Basic";"College";"Employed";"M";31354;"Suburban";"Married";109;11;23;9;"Personal Auto";527.759702;"SUV";"Small"
"California";5938.511892;"No";"Basic";"Doctor";"Employed";"F";44190;"Rural";"Married";74;17;40;3;"Corporate Auto";10.68564;"Four-Door Car";"Medsize"
"Nevada";15277.47796;"No";"Basic";"Bachelor";"Employed";"F";38183;"Suburban";"Married";191;21;14;8;"Personal Auto";981.010879;"Luxury Car";"Medsize"
"Oregon";2551.226692;"Yes";"Basic";"Master";"Employed";"M";79751;"Suburban";"Married";63;15;67;1;"Special Auto";392.235698;"Two-Door Car";"Small"
"California";4191.06163;"No";"Basic";"High School or Below";"Unemployed";"M";0;"Suburban";"Single";64;3;53;7;"Personal Auto";535.953661;"Two-Door Car";"Small"
"Arizona";8161.1704;"No";"Basic";"College";"Medical Leave";"M";12266;"Suburban";"Married";114;25;36;3;"Personal Auto";732.050007;"SUV";"Medsize"
"California";2784.969185;"No";"Basic";"Master";"Employed";"M";61807;"Rural";"Divorced";70;0;96;1;"Personal Auto";104.209216;"Four-Door Car";"Large"
"Arizona";10083.48688;"Yes";"Extended";"High School or Below";"Retired";"F";11828;"Suburban";"Divorced";90;18;84;2;"Personal Auto";571.479602;"Four-Door Car";"Large"
"California";19363.52743;"No";"Basic";"Bachelor";"Employed";"M";49945;"Rural";"Married";70;21;65;2;"Personal Auto";50.40447;"Four-Door Car";"Large"
"Nevada";7154.094304;"No";"Basic";"Bachelor";"Employed";"F";28204;"Urban";"Married";182;30;84;1;"Personal Auto";532.089467;"Luxury Car";"Medsize"
"Arizona";8779.090552;"No";"Extended";"High School or Below";"Employed";"M";54726;"Suburban";"Married";219;30;69;1;"Corporate Auto";1051.2;"Luxury Car";"Small"
"Oregon";2731.39917;"No";"Basic";"Master";"Employed";"F";43386;"Urban";"Married";68;13;79;1;"Personal Auto";315.353519;"Two-Door Car";"Medsize"
"Arizona";7429.079194;"No";"Premium";"High School or Below";"Unemployed";"M";0;"Suburban";"Married";101;6;43;9;"Personal Auto";549.692452;"Four-Door Car";"Medsize"
"Nevada";2616.613903;"Yes";"Basic";"College";"Employed";"M";72302;"Suburban";"Divorced";66;6;27;1;"Personal Auto";316.8;"Two-Door Car";"Medsize"
"Arizona";8044.872393;"Yes";"Basic";"Bachelor";"Employed";"M";71391;"Urban";"Married";67;29;39;2;"Corporate Auto";284.000172;"Four-Door Car";"Medsize"
"Arizona";2534.306443;"No";"Basic";"Bachelor";"Employed";"M";21606;"Suburban";"Divorced";71;21;22;1;"Personal Auto";340.8;"Four-Door Car";"Medsize"
"California";10014.02955;"No";"Extended";"Bachelor";"Employed";"F";74489;"Rural";"Married";124;11;36;3;"Special Auto";128.535182;"SUV";"Medsize"
"Washington";4745.181764;"No";"Basic";"High School or Below";"Employed";"M";50549;"Suburban";"Divorced";61;2;73;7;"Personal Auto";292.8;"Four-Door Car";"Medsize"
"Arizona";14040.96476;"No";"Basic";"Bachelor";"Unemployed";"F";0;"Urban";"Married";195;9;33;5;"Personal Auto";669.037562;"Luxury SUV";"Small"
"California";14635.45158;"Yes";"Extended";"Bachelor";"Unemployed";"F";0;"Suburban";"Divorced";139;5;56;2;"Corporate Auto";667.2;"SUV";"Medsize"
"California";3885.456401;"Yes";"Premium";"College";"Unemployed";"M";0;"Suburban";"Married";105;3;92;1;"Personal Auto";504;"Four-Door Car";"Large"
"California";5107.163002;"Yes";"Basic";"Bachelor";"Employed";"F";35625;"Urban";"Married";65;10;56;3;"Personal Auto";288.572108;"Four-Door Car";"Medsize"
"Washington";9384.654502;"No";"Basic";"High School or Below";"Employed";"F";25370;"Suburban";"Married";116;21;64;3;"Special Auto";556.8;"SUV";"Small"
"Arizona";5007.672425;"No";"Basic";"College";"Employed";"M";51523;"Suburban";"Married";62;31;0;3;"Personal Auto";297.6;"Four-Door Car";"Small"
"Arizona";49423.79557;"No";"Extended";"Bachelor";"Employed";"M";85058;"Urban";"Married";137;34;82;2;"Personal Auto";595.369784;"SUV";"Medsize"
"California";8558.927723;"No";"Extended";"Bachelor";"Unemployed";"M";0;"Suburban";"Single";125;10;43;9;"Personal Auto";615.562164;"SUV";"Small"
"California";4892.628631;"No";"Basic";"High School or Below";"Employed";"F";27005;"Suburban";"Married";61;10;72;7;"Corporate Auto";311.84034;"Four-Door Car";"Small"
"Arizona";5365.93282;"No";"Basic";"College";"Employed";"F";62808;"Urban";"Married";66;33;37;4;"Special Auto";211.515893;"Two-Door Car";"Medsize"
"California";5163.838813;"No";"Basic";"High School or Below";"Employed";"F";88692;"Urban";"Married";64;29;26;5;"Personal Auto";253.193647;"Four-Door Car";"Medsize"
"Oregon";38055.20953;"No";"Basic";"High School or Below";"Unemployed";"M";0;"Suburban";"Married";115;21;78;2;"Special Auto";552;"SUV";"Medsize"
"Oregon";7403.447336;"No";"Extended";"Master";"Medical Leave";"F";19064;"Rural";"Married";98;23;35;7;"Personal Auto";136.248799;"Four-Door Car";"Medsize"
"Oregon";6051.637445;"No";"Extended";"High School or Below";"Unemployed";"M";0;"Suburban";"Single";88;16;80;6;"Personal Auto";633.6;"Two-Door Car";"Large"
"Oregon";7229.329257;"No";"Extended";"Bachelor";"Employed";"M";60345;"Rural";"Single";93;22;10;5;"Personal Auto";36.105928;"Two-Door Car";"Large"
"Oregon";3300.607083;"No";"Extended";"Bachelor";"Employed";"F";59592;"Rural";"Divorced";84;8;49;1;"Personal Auto";161.231812;"Four-Door Car";"Small"
"California";5505.167392;"No";"Basic";"College";"Retired";"F";15648;"Suburban";"Married";73;29;68;5;"Special Auto";413.269261;"Two-Door Car";"Medsize"
"California";4334.064096;"Yes";"Extended";"Bachelor";"Retired";"F";23904;"Suburban";"Single";123;1;67;1;"Corporate Auto";590.4;"SUV";"Medsize"
"Oregon";4349.104278;"No";"Basic";"College";"Employed";"F";90893;"Suburban";"Single";110;33;0;1;"Personal Auto";700.004018;"SUV";"Medsize"
"Arizona";4882.073243;"No";"Basic";"High School or Below";"Unemployed";"M";0;"Suburban";"Divorced";66;18;66;6;"Personal Auto";475.2;"Four-Door Car";"Small"
"Oregon";10114.98621;"No";"Extended";"College";"Employed";"F";74001;"Urban";"Married";84;16;0;2;"Corporate Auto";224.265232;"Four-Door Car";"Medsize"
"Oregon";5259.709581;"No";"Basic";"College";"Employed";"M";28447;"Suburban";"Married";67;20;99;3;"Personal Auto";321.6;"Four-Door Car";"Medsize"
"California";4013.945512;"No";"Basic";"College";"Employed";"M";56586;"Rural";"Married";100;33;86;1;"Personal Auto";121.928014;"Sports Car";"Medsize"
"Oregon";6285.019179;"No";"Premium";"Bachelor";"Unemployed";"M";0;"Suburban";"Married";172;5;33;1;"Personal Auto";825.6;"SUV";"Medsize"
"Oregon";4518.782768;"No";"Basic";"Doctor";"Retired";"M";19186;"Suburban";"Divorced";62;10;34;5;"Personal Auto";297.6;"Four-Door Car";"Small"
"Arizona";17738.2012;"No";"Basic";"High School or Below";"Employed";"F";65348;"Rural";"Married";110;35;58;2;"Corporate Auto";134.120531;"Sports Car";"Medsize"
"California";6265.343299;"Yes";"Extended";"Doctor";"Unemployed";"F";0;"Suburban";"Married";84;18;25;4;"Personal Auto";481.025786;"Four-Door Car";"Medsize"
"Oregon";12168.64405;"No";"Basic";"Master";"Unemployed";"F";0;"Rural";"Single";109;28;96;2;"Special Auto";30.989755;"Sports Car";"Medsize"
"California";3618.432755;"No";"Extended";"College";"Unemployed";"M";0;"Suburban";"Divorced";99;0;71;1;"Special Auto";475.2;"Four-Door Car";"Medsize"
"Oregon";6474.826466;"No";"Extended";"High School or Below";"Unemployed";"F";0;"Suburban";"Single";91;21;23;3;"Personal Auto";436.8;"Four-Door Car";"Medsize"
"California";5575.198201;"No";"Basic";"College";"Medical Leave";"F";18892;"Rural";"Married";73;33;76;5;"Personal Auto";106.814987;"Four-Door Car";"Medsize"
"Oregon";32144.64957;"No";"Premium";"High School or Below";"Medical Leave";"M";19066;"Suburban";"Married";103;5;61;2;"Personal Auto";494.4;"Two-Door Car";"Medsize"
"Oregon";8223.164916;"No";"Premium";"Bachelor";"Employed";"M";95102;"Rural";"Married";101;6;73;8;"Corporate Auto";94.338814;"Four-Door Car";"Medsize"
"Arizona";7462.926263;"Yes";"Extended";"College";"Employed";"F";70263;"Rural";"Married";93;30;66;5;"Corporate Auto";7.345946;"Two-Door Car";"Small"
"California";9031.214859;"Yes";"Extended";"Master";"Unemployed";"F";0;"Suburban";"Single";122;15;47;9;"Corporate Auto";650.52179;"Sports Car";"Medsize"
"Nevada";7028.940001;"No";"Basic";"High School or Below";"Medical Leave";"F";18120;"Suburban";"Married";63;34;90;2;"Personal Auto";302.4;"Two-Door Car";"Small"
"Nevada";7406.882612;"No";"Basic";"Bachelor";"Employed";"F";38169;"Rural";"Married";62;18;82;2;"Corporate Auto";71.678412;"Four-Door Car";"Medsize"
"Oregon";7582.113842;"Yes";"Basic";"College";"Employed";"M";64801;"Urban";"Married";64;23;19;2;"Personal Auto";268.471802;"Four-Door Car";"Medsize"
"Arizona";10719.08467;"No";"Extended";"College";"Employed";"F";86036;"Suburban";"Divorced";90;8;20;2;"Personal Auto";501.26513;"Four-Door Car";"Medsize"
"Washington";3721.390713;"No";"Basic";"College";"Unemployed";"F";0;"Suburban";"Single";101;16;59;1;"Personal Auto";862.49778;"SUV";"Medsize"
"Arizona";3528.044252;"Yes";"Extended";"Doctor";"Employed";"M";31278;"Suburban";"Married";92;24;95;1;"Personal Auto";441.6;"Two-Door Car";"Medsize"
"Arizona";17085.41462;"No";"Basic";"High School or Below";"Employed";"F";20053;"Rural";"Married";62;2;24;2;"Personal Auto";9.832575;"Four-Door Car";"Medsize"
"California";11955.39598;"No";"Extended";"College";"Employed";"F";71587;"Rural";"Married";99;1;74;2;"Personal Auto";133.103003;"Two-Door Car";"Medsize"
"California";6366.225775;"Yes";"Extended";"High School or Below";"Employed";"M";44368;"Suburban";"Married";80;5;72;3;"Personal Auto";384;"Two-Door Car";"Large"
"Oregon";4669.22664;"Yes";"Premium";"High School or Below";"Employed";"F";76157;"Suburban";"Married";116;15;80;1;"Personal Auto";556.8;"Two-Door Car";"Small"
"Nevada";9100.731403;"No";"Basic";"High School or Below";"Employed";"F";59183;"Suburban";"Married";113;11;91;5;"Personal Auto";542.4;"SUV";"Medsize"
"California";14663.19646;"No";"Basic";"Master";"Employed";"M";91015;"Rural";"Divorced";73;31;30;2;"Personal Auto";119.062347;"Two-Door Car";"Medsize"
"California";7529.863445;"No";"Basic";"College";"Employed";"M";52774;"Rural";"Married";66;16;26;2;"Corporate Auto";78.452298;"Two-Door Car";"Large"
"Oregon";2647.519741;"Yes";"Basic";"College";"Employed";"M";37876;"Urban";"Single";69;13;15;1;"Personal Auto";300.056383;"Four-Door Car";"Medsize"
"California";8072.245595;"No";"Basic";"Bachelor";"Employed";"F";57938;"Urban";"Married";101;6;36;3;"Special Auto";282.458203;"SUV";"Large"
"Oregon";7644.684144;"No";"Extended";"High School or Below";"Medical Leave";"F";26526;"Suburban";"Married";99;0;86;3;"Personal Auto";523.701824;"Four-Door Car";"Medsize"
"California";2485.109896;"No";"Basic";"Bachelor";"Employed";"M";76608;"Rural";"Married";62;2;2;1;"Personal Auto";91.229768;"Four-Door Car";"Small"
"Arizona";13144.49101;"No";"Basic";"College";"Unemployed";"M";0;"Suburban";"Single";194;23;34;7;"Personal Auto";931.2;"Luxury SUV";"Small"
"Oregon";3129.110699;"No";"Extended";"High School or Below";"Employed";"F";48056;"Suburban";"Married";78;15;92;1;"Corporate Auto";374.4;"Four-Door Car";"Small"
"California";8349.523082;"No";"Basic";"Bachelor";"Employed";"M";45428;"Urban";"Divorced";109;2;46;3;"Corporate Auto";487.273964;"SUV";"Medsize"
"Arizona";3241.588659;"No";"Extended";"Bachelor";"Employed";"F";89196;"Rural";"Divorced";81;17;52;1;"Personal Auto";41.182611;"Four-Door Car";"Small"
"California";6925.182046;"No";"Extended";"Bachelor";"Employed";"F";88893;"Rural";"Married";86;5;63;9;"Personal Auto";72.86746;"Four-Door Car";"Small"
"Oregon";5098.854489;"No";"Extended";"Bachelor";"Unemployed";"M";0;"Suburban";"Single";97;20;9;7;"Personal Auto";609.046345;"Two-Door Car";"Medsize"
"Arizona";2885.407442;"No";"Basic";"Bachelor";"Employed";"F";92722;"Rural";"Married";72;34;45;1;"Corporate Auto";28.126402;"Two-Door Car";"Small"
"Nevada";5979.724161;"Yes";"Extended";"High School or Below";"Employed";"F";57693;"Suburban";"Divorced";76;16;56;3;"Personal Auto";547.2;"Four-Door Car";"Medsize"
"Arizona";5416.413581;"No";"Basic";"Bachelor";"Employed";"F";53249;"Suburban";"Married";67;32;10;3;"Personal Auto";343.340361;"Four-Door Car";"Large"
"Oregon";2345.129694;"No";"Basic";"Bachelor";"Medical Leave";"F";26304;"Suburban";"Single";63;22;93;1;"Personal Auto";302.4;"Four-Door Car";"Medsize"
"California";12556.95366;"No";"Basic";"High School or Below";"Unemployed";"F";0;"Suburban";"Single";70;34;10;2;"Personal Auto";504;"Two-Door Car";"Small"
"Oregon";2839.298304;"No";"Basic";"High School or Below";"Employed";"M";71460;"Rural";"Married";74;11;77;1;"Personal Auto";93.951709;"Four-Door Car";"Medsize"
"Arizona";5595.389905;"Yes";"Basic";"High School or Below";"Employed";"F";74454;"Suburban";"Single";71;25;29;3;"Corporate Auto";340.8;"Four-Door Car";"Medsize"
"California";3979.718986;"No";"Extended";"Bachelor";"Employed";"F";96413;"Suburban";"Married";99;3;78;1;"Personal Auto";560.045764;"Four-Door Car";"Small"
"Oregon";10925.82157;"No";"Extended";"High School or Below";"Employed";"F";98542;"Suburban";"Single";90;1;93;2;"Personal Auto";432;"Two-Door Car";"Small"
"Oregon";5669.974517;"No";"Basic";"Master";"Employed";"F";43416;"Suburban";"Married";70;7;99;5;"Personal Auto";336;"Four-Door Car";"Medsize"
"Oregon";5168.152276;"No";"Basic";"High School or Below";"Employed";"F";81182;"Suburban";"Single";64;3;45;8;"Corporate Auto";307.2;"Four-Door Car";"Small"
"Arizona";2760.476712;"No";"Basic";"Bachelor";"Employed";"M";79065;"Urban";"Married";69;13;24;1;"Corporate Auto";290.886242;"Four-Door Car";"Medsize"
"Arizona";10382.50368;"No";"Basic";"High School or Below";"Retired";"M";11721;"Suburban";"Divorced";102;2;56;2;"Personal Auto";560.91624;"SUV";"Medsize"
"California";3816.408655;"No";"Extended";"College";"Employed";"F";82414;"Rural";"Divorced";95;10;85;1;"Personal Auto";30.423443;"Four-Door Car";"Large"
"California";11172.49931;"No";"Basic";"High School or Below";"Disabled";"M";14533;"Suburban";"Single";63;4;20;2;"Personal Auto";302.4;"Four-Door Car";"Medsize"
"Arizona";2456.816127;"No";"Basic";"High School or Below";"Unemployed";"M";0;"Suburban";"Single";73;15;59;1;"Personal Auto";525.6;"Four-Door Car";"Small"
"California";7480.713618;"No";"Basic";"Bachelor";"Employed";"F";52513;"Rural";"Married";65;0;76;2;"Personal Auto";91.244938;"Two-Door Car";"Medsize"
"Oregon";2659.70565;"Yes";"Extended";"College";"Unemployed";"F";0;"Suburban";"Divorced";87;4;4;1;"Personal Auto";420.041981;"Four-Door Car";"Medsize"
"Oregon";4626.801093;"Yes";"Basic";"Master";"Employed";"F";79487;"Suburban";"Divorced";114;20;87;1;"Personal Auto";547.2;"SUV";"Medsize"
"Oregon";12157.32992;"Yes";"Premium";"High School or Below";"Employed";"M";57449;"Suburban";"Single";103;6;28;2;"Personal Auto";494.4;"Four-Door Car";"Medsize"
"California";4792.509792;"No";"Basic";"College";"Disabled";"F";20181;"Suburban";"Married";66;8;66;3;"Personal Auto";316.8;"Four-Door Car";"Medsize"
"Arizona";2821.352024;"No";"Basic";"Bachelor";"Employed";"M";73339;"Urban";"Married";71;0;61;1;"Corporate Auto";244.401453;"Four-Door Car";"Medsize"
"Arizona";17441.6378;"No";"Extended";"College";"Employed";"F";80969;"Suburban";"Married";217;1;80;3;"Personal Auto";1041.6;"Luxury SUV";"Small"
"Oregon";4202.663699;"No";"Basic";"Bachelor";"Employed";"F";74057;"Suburban";"Married";105;12;75;1;"Personal Auto";632.244063;"SUV";"Small"
"Oregon";7851.349465;"No";"Basic";"Bachelor";"Employed";"F";32225;"Suburban";"Married";66;23;90;2;"Personal Auto";316.8;"Four-Door Car";"Medsize"
"Arizona";8932.317753;"No";"Basic";"High School or Below";"Employed";"F";60909;"Urban";"Married";112;8;94;5;"Personal Auto";412.106287;"SUV";"Small"
"California";5059.987477;"No";"Basic";"High School or Below";"Employed";"M";70999;"Suburban";"Married";63;5;70;3;"Corporate Auto";305.603239;"Four-Door Car";"Small"
"Oregon";11196.01927;"No";"Extended";"College";"Employed";"F";75457;"Rural";"Married";93;0;79;2;"Personal Auto";151.572213;"Four-Door Car";"Medsize"
"Oregon";4430.572112;"No";"Basic";"High School or Below";"Employed";"M";24059;"Suburban";"Married";112;31;17;1;"Personal Auto";537.6;"SUV";"Medsize"
"California";10330.43794;"No";"Extended";"College";"Employed";"M";56480;"Urban";"Married";87;13;62;2;"Personal Auto";384.695536;"Four-Door Car";"Medsize"
"Oregon";9918.69966;"No";"Basic";"College";"Employed";"F";37586;"Rural";"Divorced";63;29;90;2;"Corporate Auto";153.489143;"Two-Door Car";"Medsize"
"Arizona";5876.373894;"No";"Basic";"High School or Below";"Employed";"M";97026;"Rural";"Married";73;30;66;3;"Personal Auto";97.417808;"Two-Door Car";"Medsize"
"Washington";2734.439188;"No";"Basic";"College";"Employed";"M";54010;"Suburban";"Married";69;5;89;1;"Personal Auto";331.2;"Four-Door Car";"Medsize"
"Arizona";3694.14876;"No";"Extended";"Bachelor";"Employed";"F";87485;"Suburban";"Divorced";92;12;57;1;"Personal Auto";441.6;"Four-Door Car";"Medsize"
"Washington";9521.676094;"No";"Basic";"Bachelor";"Employed";"F";74583;"Rural";"Married";118;31;20;4;"Personal Auto";161.210468;"SUV";"Medsize"
"Oregon";4377.532789;"No";"Basic";"College";"Unemployed";"M";0;"Suburban";"Single";64;25;25;8;"Personal Auto";460.8;"Two-Door Car";"Medsize"
"Arizona";6431.736287;"No";"Extended";"High School or Below";"Medical Leave";"M";21238;"Suburban";"Married";95;11;38;4;"Personal Auto";456;"Four-Door Car";"Medsize"
"Nevada";6722.701247;"No";"Extended";"High School or Below";"Unemployed";"F";0;"Suburban";"Single";93;8;48;8;"Personal Auto";669.6;"Four-Door Car";"Medsize"
"California";2397.036098;"Yes";"Basic";"High School or Below";"Retired";"F";22283;"Suburban";"Divorced";65;16;93;1;"Personal Auto";572.072106;"Four-Door Car";"Medsize"
"Arizona";2393.813375;"No";"Basic";"Master";"Employed";"M";58237;"Urban";"Divorced";63;34;22;1;"Personal Auto";273.691831;"Two-Door Car";"Medsize"
"California";2359.423599;"Yes";"Basic";"Bachelor";"Disabled";"F";19864;"Suburban";"Divorced";63;22;96;1;"Personal Auto";352.394515;"Four-Door Car";"Medsize"
"Oregon";4080.81891;"No";"Basic";"College";"Employed";"F";57283;"Urban";"Single";106;9;85;1;"Personal Auto";337.95778;"SUV";"Medsize"
"Washington";26999.68099;"No";"Premium";"Master";"Unemployed";"M";0;"Suburban";"Divorced";104;33;19;2;"Personal Auto";622.88852;"Four-Door Car";"Medsize"
"Oregon";10914.20446;"No";"Extended";"College";"Employed";"M";71656;"Rural";"Married";137;3;88;8;"Special Auto";61.915326;"SUV";"Medsize"
"Nevada";3445.86241;"No";"Extended";"Bachelor";"Unemployed";"F";0;"Suburban";"Divorced";94;33;95;1;"Corporate Auto";590.626396;"Four-Door Car";"Small"
"California";6625.28717;"No";"Extended";"Bachelor";"Employed";"M";41460;"Suburban";"Married";83;1;54;4;"Personal Auto";398.4;"Four-Door Car";"Medsize"
